"cause","effect"
"ASF1B","H2AFV"
"ASF1B","H2AFZ"
"ASF1B","H2AFZ"
"ASF1B","H3F3A"
"ASF1B","H3F3A"
"ASF1B","HJURP"
"ASF1B","HJURP"
"ASF1B","HMMR"
"ASF1B","HMMR"
"ASF1B","INSIG1"
"ASF1B","INSIG1"
"ASF1B","KIAA0101"
"ASF1B","KIAA0101"
"ASF1B","KIF20A"
"ASF1B","KIF20A"
"ASF1B","KIF2C"
"ASF1B","KIF2C"
"ASF1B","KIF4A"
"ASF1B","KIF4A"
"ASF1B","MCM10"
"ASF1B","MCM10"
"ASF1B","MCM2"
"ASF1B","MCM2"
"ASF1B","MCM3"
"ASF1B","MCM3"
"ASF1B","MCM6"
"ASF1B","MCM6"
"ASF1B","MELK"
"ASF1B","MELK"
"ASF1B","MKI67"
"ASF1B","MKI67"
"ASF1B","NEK2"
"ASF1B","NEK2"
"ASF1B","PBK"
"ASF1B","PBK"
"ASF1B","PCNA"
"ASF1B","PCNA"
"ASF1B","POLA1"
"ASF1B","POLA1"
"ASF1B","PTTG1"
"ASF1B","PTTG1"
"ASF1B","RAD51"
"ASF1B","RAD51"
"ASF1B","RAD54L"
"ASF1B","RAD54L"
"ASF1B","RRM2"
"ASF1B","RRM2"
"ASF1B","SGOL1"
"ASF1B","SGOL1"
"ASF1B","SHCBP1"
"ASF1B","SHCBP1"
"ASF1B","SKA1"
"ASF1B","SKA1"
"ASF1B","SPAG5"
"ASF1B","SPAG5"
"ASF1B","TK1"
"ASF1B","TK1"
"ASF1B","TOP2A"
"ASF1B","TOP2A"
"ASF1B","TPX2"
"ASF1B","TPX2"
"ASF1B","UBE2C"
"ASF1B","UBE2C"
"ASF1B","UHRF1"
"ASF1B","UHRF1"
"ASPDH","NAT8L"
"ASPDH","NAT8L"
"ASPHD1","KCTD13"
"ASPHD1","KCTD13"
"ASPHD1","SEZ6L2"
"ASPHD1","SEZ6L2"
"ASPM","CCNF"
"ASPM","CCNF"
"ASPM","CDC20"
"ASPM","CDC20"
"ASPM","CDC45"
"ASPM","CDC45"
"ASPM","CDCA3"
"ASPM","CDCA3"
"ASPM","CDCA8"
"ASPM","CDCA8"
"ASPM","CDK1"
"ASPM","CDK1"
"ASPM","CENPK"
"ASPM","CENPK"
"ASPM","CENPN"
"ASPM","CENPN"
"ASPM","CEP55"
"ASPM","CEP55"
"ASPM","CHEK1"
"ASPM","CHEK1"
"ASPM","CKS2"
"ASPM","CKS2"
"ASPM","DEPDC1"
"ASPM","DEPDC1"
"ASPM","EPHB2"
"ASPM","EPHB2"
"ASPM","FAM83D"
"ASPM","FAM83D"
"ASPM","GTSE1"
"ASPM","GTSE1"
"ASPM","HELLS"
"ASPM","HELLS"
"ASPM","HJURP"
"ASPM","HJURP"
"ASPM","HMMR"
"ASPM","HMMR"
"ASPM","KIF18B"
"ASPM","KIF18B"
"ASPM","KIF20A"
"ASPM","KIF20A"
"ASPM","KIF20B"
"ASPM","KIF20B"
"ASPM","KIF2C"
"ASPM","KIF2C"
"ASPM","KIF4A"
"ASPM","KIF4A"
"ASPM","KIFC1"
"ASPM","KIFC1"
"ASPM","KPNA2"
"ASPM","KPNA2"
"ASPM","MCM10"
"ASPM","MCM10"
"ASPM","MKI67"
"ASPM","MKI67"
"ASPM","NCAPG2"
"ASPM","NCAPG2"
"ASPM","PBK"
"ASPM","PBK"
"ASPM","POLA1"
"ASPM","POLA1"
"ASPM","PRC1"
"ASPM","PRC1"
"ASPM","PTTG1"
"ASPM","PTTG1"
"ASPM","RACGAP1"
"ASPM","RACGAP1"
"ASPM","RAD54L"
"ASPM","RAD54L"
"ASPM","RFC4"
"ASPM","RFC4"
"ASPM","STIL"
"ASPM","STIL"
"ASPM","TOP2A"
"ASPM","TOP2A"
"ASPM","TTK"
"ASPM","TTK"
"ASPM","UHRF1"
"ASPM","UHRF1"
"ASPM","WDR62"
"ASPM","WDR62"
"ASPM","ZWINT"
"ASPM","ZWINT"
"ATAD2","ASPM"
"ATAD2","ASPM"
"ATAD2","BUB1"
"ATAD2","BUB1"
"ATAD2","CDK1"
"ATAD2","CDK1"
"ATAD2","CENPF"
"ATAD2","CENPF"
"ATAD2","CEP55"
"ATAD2","CEP55"
"ATAD2","DTL"
"ATAD2","DTL"
"ATAD2","HMMR"
"ATAD2","HMMR"
"ATAD2","KIF15"
"ATAD2","KIF15"
"ATAD2","MAD2L1"
"ATAD2","MAD2L1"
"ATAD2","MCM10"
"ATAD2","MCM10"
"ATAD2","MELK"
"ATAD2","MELK"
"ATAD2","NEK2"
"ATAD2","NEK2"
"ATAD2","PBK"
"ATAD2","PBK"
"ATAD2","PRC1"
"ATAD2","PRC1"
"ATAD2","RFC4"
"ATAD2","RFC4"
"ATAD2","RRM2"
"ATAD2","RRM2"
"ATAD2","SMC4"
"ATAD2","SMC4"
"ATAD2","TOP2A"
"ATAD2","TOP2A"
"ATAD2","TPX2"
"ATAD2","TPX2"
"ATAD2","TTK"
"ATAD2","TTK"
"ATG10","ATG101"
"ATG10","ATG101"
"ATG101","DYNLL1"
"ATG101","DYNLL1"
"ATG101","PPP2CA"
"ATG101","PPP2CA"
"ATP10A","MAGEL2"
"ATP10A","MAGEL2"
"ATP10A","TMEM30B"
"ATP10A","TMEM30B"
"ATP1B1","ATP2B1"
"ATP1B1","ATP2B1"
"ATP4A","TCIRG1"
"ATP4A","TCIRG1"
"ATP5E","ATP5G2"
"ATP5E","ATP5G2"
"ATP5E","ATP5I"
"ATP5E","ATP5I"
"ATP5E","ATP5J2"
"ATP5E","ATP5J2"
"ATP5E","ATP5O"
"ATP5E","ATP5O"
"ATP5E","ATP6AP1"
"ATP5E","ATP6AP1"
