"cause","effect"
"ADH4","UGT1A1"
"ADH4","UGT1A8"
"ADH4","UGT2B15"
"ADH4","UGT2B7"
"ADHFE1","LDHA"
"ADORA2B","ADCY4"
"ADORA2B","ADCY6"
"ADRA1A","CXCR4"
"ADRA1B","CCL4"
"ADRA1B","CXCL12"
"ADRA1B","GNA13"
"ADRA1B","TBXA2R"
"ADRB2","ADCY6"
"ADRB2","ADRB3"
"ADRB2","ARRB1"
"ADRB2","CAV3"
"ADRB2","CCL4"
"ADRB2","F2"
"ADRB2","GRK5"
"ADRB2","P2RY2"
"ADRB2","RAPGEF3"
"ADRB2","TPM3"
"AES","TLE2"
"AGER","CYBB"
"AGFG1","TBC1D2"
"AGMAT","AOC1"
"AGMAT","SRM"
"AGMO","CH25H"
"AGPAT4","LPPR2"
"AGPAT4","PPAPDC1A"
"AGPAT5","CDS1"
"AGPAT5","GPD2"
"AGPAT5","LCLAT1"
"AGPAT5","LPIN1"
"AGPAT5","LPIN3"
"AGPAT5","PPAP2C"
"AGR3","AGR2"
"AGR3","BZW2"
"AGRN","AQP4"
"AGRN","CD44"
"AGRN","HPSE"
"AGRN","LAMA1"
"AGRN","LAMB2"
"AGRN","LAMB3"
"AGRN","PAK4"
"AGRN","SDC1"
"AHCTF1","NDC1"
"AHCTF1","NUP153"
"AHCTF1","NUP188"
"AHR","CAV1"
"AHR","CYP1B1"
"AHR","HSP90AA1"
"AHR","HSP90AB1"
"AHR","NCOR2"
"AHR","NRIP1"
"AHR","RB1"
"AHR","STAT1"
"AHR","TDO2"
"AHR","XPO1"
"AIM1L","PIGW"
"AIM2","CARD16"
"AIM2","MB21D1"
"AIM2","NLRP1"
"AIM2","NLRP7"
"AIRE","KRT17"
"AJUBA","JUP"
"AJUBA","WTIP"
"AK5","ENTPD2"
"AKAP6","ADCY5"
"AKAP6","AKAP9"
"AKAP6","RAPGEF3"
"AKAP6","RPS6KA2"
"AKAP6","RYR2"
"AKAP8L","PRPF40A"
"AKAP9","ARRB1"
"AKAP9","CAMK2B"
"AKR1B10","AKR1C3"
"AKR1B10","GK"
"AKR1B10","TH"
"AKR1B15","ENO2"
"AKR1C4","AKR1C3"
"AKT3","BCL2"
"AKT3","CTLA4"
"AKT3","DENND1B"
"AKT3","GSK3B"
"AKT3","HSP90B1"
"AKT3","IKBKB"
"AKT3","ILK"
"AKT3","MAPK11"
"AKT3","NOS1"
"AKT3","PFKFB2"
"AKT3","PIK3CB"
"AKT3","PIK3CG"
"AKT3","PIK3R1"
"AKT3","PIK3R6"
"AKT3","PML"
"AKT3","PRKCZ"
"AKT3","PRKDC"
"AKT3","TCL1A"
"ALAS2","HBB"
"ALAS2","HBD"
"ALAS2","HBG2"
"ALAS2","PPOX"
"ALB","ACTG1"
"ALB","AGER"
"ALB","APOA2"
"ALB","CD44"
"ALB","CUBN"
"ALB","ELANE"
"ALB","F2"
"ALB","FGA"
"ALB","FGB"
"ALB","FGG"
"ALB","GLP1R"
"ALB","HP"
"ALB","IGF1"
"ALB","NPHS1"
"ALB","PLG"
"ALB","SERPINA1"
"ALB","SERPINC1"
"ALB","TF"
"ALCAM","CD44"
"ALCAM","PROM1"
"ALDH18A1","GMPS"
"ALDH18A1","MTHFD2"
"ALDH18A1","PRODH"
"ALDH18A1","PSAT1"
"ALDH18A1","PSPH"
"ALDH18A1","PYCR1"
"ALDH1A2","ADH1B"
"ALDH1A2","AOX1"
"ALDH1L1","AMT"
"ALDH1L1","DHFR"
"ALDH3A1","ADH1C"
"ALDH3B2","ADH1B"
"ALDH3B2","ADH1C"
"ALDH3B2","ADH4"
"ALDH3B2","ALDH18A1"
"ALDH3B2","ALDH3A1"
"ALDH3B2","CARNS1"
"ALDH3B2","GSTM5"
"ALDH5A1","ALDH18A1"
"ALDH5A1","IDH1"
"ALDH8A1","PDE7B"
"ALG10","ALG11"
"ALG10","ALG3"
"ALG10","ALG8"
"ALG10","RPN1"
"ALG10","STT3A"
"ALG10","STT3B"
"ALG3","INTS1"
"ALG8","ALG11"
"ALG8","ALG3"
"ALG8","GANAB"
"ALG8","STT3A"
"ALK","BMP7"
"ALK","FAM150B"
"ALK","PIK3R1"
"ALOX12B","ALOX15"
"ALOX12B","ALOX15B"
"ALOX12B","CYP2B6"
"ALOX12B","CYP2J2"
"ALOX12B","CYP2U1"
"ALOX12B","JMJD7-PLA2G4B"
"ALOX12B","PLA2G2F"
"ALOX12B","PLA2G4B"
"ALOX12B","PNPLA1"
"ALOX15B","CYP2E1"
"ALOX15B","JMJD7-PLA2G4B"
"ALOX15B","PLA2G2A"
"ALOX15B","PLA2G4B"
"ALOX15B","PLA2G4F"
"ALOXE3","PNPLA1"
"ALPI","GCH1"
"ALPK3","EIF2AK3"
"ALPP","GCH1"
"ALPP","GGT5"
"ALPPL2","ALPP"
"ALPPL2","GCH1"
"ALPPL2","GGT6"
"AMHR2","BMP7"
"AMHR2","WNT7A"
"AMMECR1","ACSL4"
"AMMECR1","COL4A5"
"AMMECR1","TMEM164"
"AMOTL1","MPDZ"
"AMOTL1","WWC1"
"AMPH","FNBP1"
"AMPH","GAS7"
"AMPH","LGI1"
"AMPH","SGIP1"
"AMPH","SH3GL2"
"AMPH","SNAP91"
"AMT","FTCD"
"AMT","MTHFD1L"
"AMT","SHMT2"
"AMTN","ODAM"
"AMY2B","MGAM"
"ANAPC1","CDC20"
"ANAPC1","CDK1"
"ANAPC1","NEK2"
"ANAPC1","PHC1"
"ANAPC1","PTTG1"
"ANAPC1","RNF2"
"ANAPC1","UBE2C"
"ANGPT1","NTRK1"
"ANGPT2","ANGPT1"
"ANGPT2","FES"
"ANGPT2","FGFR1"
"ANGPT2","MET"
"ANGPT2","NTRK1"
"ANGPT2","PIK3R1"
"ANGPT2","TIE1"
"ANGPT4","ANGPT1"
"ANGPT4","NTRK1"
"ANK1","IRS1"
"ANK1","SCN8A"
"ANK2","DMD"
"ANK2","ITPR3"
"ANK2","L1CAM"
"ANK2","OBSCN"
"ANK2","RYR2"
"ANK2","SCN1B"
"ANK2","SCN3B"
"ANK2","SCN4A"
"ANKDD1A","TAGAP"
"ANKRD2","TCAP"
"ANKRD23","TTN"
"ANKRD32","ATR"
"ANKRD32","CDC45"
"ANKRD32","CDC7"
"ANKRD32","MCM10"
"ANKS3","NEK6"
"ANKS3","XPNPEP3"
"ANKS4B","CDHR2"
"ANKS4B","CDHR5"
"ANKZF1","ASCC3"
"ANLN","ARHGAP11A"
"ANLN","ASPM"
"ANLN","AURKB"
"ANLN","BIRC5"
"ANLN","BUB1"
"ANLN","BUB1B"
"ANLN","CCNA2"
"ANLN","CCNB2"
"ANLN","CD2AP"
"ANLN","CDC20"
"ANLN","CDC25C"
"ANLN","CDC45"
"ANLN","CDCA2"
"ANLN","CDCA5"
"ANLN","CDCA8"
"ANLN","CDK1"
"ANLN","CDKN3"
"ANLN","CENPA"
"ANLN","CENPF"
"ANLN","CENPK"
"ANLN","CENPU"
"ANLN","CEP55"
"ANLN","CIT"
"ANLN","CKAP2L"
"ANLN","DEPDC1"
"ANLN","DIAPH3"
"ANLN","DTL"
"ANLN","ECT2"
"ANLN","EXO1"
"ANLN","FAM83D"
"ANLN","HJURP"
"ANLN","HMMR"
"ANLN","INCENP"
"ANLN","KIF14"
"ANLN","KIF15"
"ANLN","KIF20A"
"ANLN","KIF2C"
"ANLN","KIF4A"
"ANLN","KPNA2"
"ANLN","MAD2L1"
"ANLN","MELK"
"ANLN","MKI67"
"ANLN","NEK2"
"ANLN","NUF2"
"ANLN","NUSAP1"
"ANLN","PBK"
"ANLN","PLK1"
"ANLN","PLK4"
"ANLN","PRC1"
"ANLN","PTTG1"
"ANLN","RACGAP1"
"ANLN","RRM2"
"ANLN","SH3KBP1"
"ANLN","SHCBP1"
"ANLN","SMC2"
"ANLN","SPAG5"
"ANLN","TOP2A"
"ANLN","TPX2"
"ANLN","TTK"
"ANLN","TYMS"
"ANLN","UBE2C"
"ANLN","ZWILCH"
"ANLN","ZWINT"
"ANO1","TRPV4"
"ANO2","BEST1"
"ANO2","DLG4"
"ANO5","NELL2"
"ANPEP","CD2"
"ANPEP","CD34"
"ANPEP","CD5"
"ANPEP","CD7"
"ANPEP","CHAC1"
"ANPEP","DPP4"
"ANPEP","FUT4"
"ANPEP","GGT1"
"ANPEP","GGT5"
"ANPEP","MME"
"ANPEP","NCAM1"
"ANPEP","PROM1"
"ANPEP","PTPRC"
"ANPEP","SFN"
"ANXA1","HSH2D"
"ANXA6","ANXA1"
"AOC3","CD28"
"AOC3","CD3E"
"AOC3","DDC"
"AOC3","FCGR2B"
"AOC3","GLO1"
"AOC3","ITGAL"
"AOC3","MAOB"
"AOC3","PTPRC"
"AOX1","ACSS3"
"AOX1","MAOB"
"AOX1","SUOX"
"AP1M2","AP1S3"
"AP1M2","CLTC"
"AP1M2","TFRC"
"AP1S3","CLTC"
"APEX2","PGM3"
"APLN","APLNR"
"APLNR","APELA"
"APOA2","APOC1"
"APOA2","APOC2"
"APOA2","HPR"
"APOA2","SERPINA1"
"APOA2","TF"
"APOB","A1CF"
"APOB","ABCG5"
"APOB","ABCG8"
"APOB","ALB"
"APOB","APOA2"
"APOB","APOBR"
"APOB","APOC2"
"APOB","APOD"
"APOB","APOE"
"APOB","CANX"
"APOB","CLU"
"APOB","CRP"
"APOB","F2"
"APOB","FGA"
"APOB","FGB"
"APOB","FGG"
"APOB","GPIHBP1"
"APOB","HP"
"APOB","HPR"
"APOB","HSP90B1"
"APOB","IGFBP1"
"APOB","ITIH3"
"APOB","LIPA"
"APOB","LPL"
"APOB","LRP2"
"APOB","PAH"
"APOB","PDIA4"
"APOB","PLA2G1B"
"APOB","PLG"
"APOB","SAA4"
"APOB","SCARB1"
"APOB","SERPINC1"
"APOB","VLDLR"
"APOBEC1","A1CF"
"APOBEC1","APOB"
"APOBEC1","APOBEC3A"
"APOBEC1","CELF2"
"APOBEC3B","APOBEC3A"
"APOBEC3B","KPNA2"
"APOBEC3F","A1CF"
"APOBEC3F","CD2"
"APOC1","APOC2"
"APOE","AGRN"
"APOE","APOA2"
"APOE","APOC1"
"APOE","APOC2"
"APOE","APOD"
"APOE","APOL1"
"APOE","BCHE"
"APOE","BGN"
"APOE","CD44"
"APOE","CFH"
"APOE","CRP"
"APOE","HP"
"APOE","LCAT"
"APOE","LPL"
"APOE","LRP2"
"APOE","LRP8"
"APOE","MMP3"
"APOE","MSR1"
"APOE","PCSK9"
"APOE","PLA2G7"
"APOE","RELN"
"APOE","SAA1"
"APOE","SAA4"
"APOE","SCARB1"
"APOE","SNCA"
"APOE","TNF"
"APOE","TREM2"
"APOL1","APOC1"
"APOL1","APOC2"
"APOL1","PLAUR"
"AQP1","LIN7A"
"AQP1","SLC12A1"
"AQP4","CLDN5"
"AQP7","AQP1"
"AQP7","PLIN1"
"AQP8","AQP1"
"AQP8","AQP4"
"AQP8","AQP7"
"AQP9","AQP4"
"AQP9","GK"
"AR","CDK1"
"AR","FKBP5"
"AR","GNAZ"
"AR","H2AFX"
"AR","KPNA2"
"AR","NCOR2"
"AR","PIK3R1"
"AR","SNURF"
"AR","TGFB1I1"
"ARAP2","COPA"
"ARFGEF2","GNA13"
"ARGLU1","SNRNP70"
"ARHGAP10","ACTG1"
"ARHGAP10","ACTR2"
"ARHGAP11A","ASPM"
"ARHGAP11A","CDC20"
"ARHGAP11A","CDCA8"
"ARHGAP11A","CDK1"
"ARHGAP11A","CENPF"
"ARHGAP11A","CEP55"
"ARHGAP11A","CKAP2"
"ARHGAP11A","DEPDC1"
"ARHGAP11A","ECT2"
"ARHGAP11A","HJURP"
"ARHGAP11A","KIF14"
"ARHGAP11A","KIF20A"
"ARHGAP11A","KIF2C"
"ARHGAP11A","KIF4A"
"ARHGAP11A","KIFC1"
"ARHGAP11A","MKI67"
"ARHGAP11A","NCAPG2"
"ARHGAP11A","NEK2"
"ARHGAP11A","NUSAP1"
"ARHGAP11A","PBK"
"ARHGAP11A","PRC1"
"ARHGAP11A","RACGAP1"
"ARHGAP11A","TOP2A"
"ARHGAP11A","TTK"
"ARHGAP32","NGF"
"ARHGAP32","YWHAZ"
"ARHGAP39","CNKSR2"
"ARHGAP6","COPA"
"ARHGAP6","KDELR3"
"ARHGAP8","PRR5"
"ARHGDIG","RAC2"
"ARHGDIG","RHOV"
"ARHGEF17","PLXDC1"
"ARHGEF5","GNA13"
"ARHGEF5","GNGT1"
"ARHGEF6","ACTA1"
"ARHGEF6","CHRNA1"
"ARHGEF6","DMD"
"ARHGEF6","ILK"
"ARHGEF6","ITGA1"
"ARHGEF6","LAMA1"
"ARHGEF6","LAMA2"
"ARHGEF6","LAMB2"
"ARHGEF6","LAMC3"
"ARHGEF6","MRAS"
"ARHGEF6","PAK3"
"ARHGEF6","PAK6"
"ARHGEF6","PARVG"
"ARL13B","GFAP"
"ARL9","TMEM33"
"ARMC3","IQUB"
"ARMC4","CCDC39"
"ARMC4","CCDC40"
"ARMC4","DNAH11"
"ARNTL2","TIMELESS"
"ARPC1B","ACTG1"
"ARPC1B","BRK1"
"ARRB1","CLTC"
"ARRB1","CLTCL1"
"ARRB1","FZD4"
"ARRB1","LYN"
"ART3","SEPT4"
"ASAP2","COPA"
"ASAP2","KDELR1"
"ASAP2","KDELR3"
"ASAP2","PPAP2B"
"ASAP2","PPAP2C"
"ASAP2","SH3KBP1"
"ASB12","ZDHHC15"
"ASF1B","ASPM"
"ASF1B","AURKB"
"ASF1B","BIRC5"
"ASF1B","BUB1"
"ASF1B","BUB1B"
"ASF1B","CCNA2"
"ASF1B","CCNB2"
"ASF1B","CDC20"
"ASF1B","CDC45"
"ASF1B","CDCA3"
"ASF1B","CDCA5"
"ASF1B","CDCA8"
"ASF1B","CDK1"
"ASF1B","CDT1"
"ASF1B","CENPA"
"ASF1B","CENPE"
"ASF1B","CENPN"
"ASF1B","CEP55"
"ASF1B","CHAF1A"
"ASF1B","CHAF1B"
"ASF1B","FEN1"
"ASF1B","HIST1H3C"
"ASF1B","HIST1H3D"
"ASF1B","HIST1H3E"
"ASF1B","HIST1H4C"
"ASF1B","HIST1H4H"
"ASF1B","HIST1H4I"
"ASF1B","HIST1H4J"
"ASF1B","HIST2H3A"
"ASF1B","HIST2H3C"
"ASF1B","HJURP"
"ASF1B","HMMR"
"ASF1B","KIAA0101"
"ASF1B","KIF20A"
"ASF1B","KIF2C"
"ASF1B","KIF4A"
"ASF1B","MCM10"
"ASF1B","MCM2"
"ASF1B","MCM3"
"ASF1B","MCM6"
"ASF1B","MELK"
"ASF1B","MKI67"
"ASF1B","MMS22L"
"ASF1B","NEK2"
"ASF1B","NUSAP1"
"ASF1B","PBK"
"ASF1B","PCNA"
"ASF1B","PTTG1"
"ASF1B","RAD51"
"ASF1B","RAD54L"
"ASF1B","RRM1"
"ASF1B","RRM2"
"ASF1B","SGOL1"
"ASF1B","SHCBP1"
"ASF1B","SKA1"
"ASF1B","SPAG5"
"ASF1B","TK1"
"ASF1B","TOP2A"
"ASF1B","TPX2"
"ASF1B","UBE2C"
"ASF1B","UHRF1"
"ASIC3","ASIC4"
"ASIC3","DLG4"
"ASIC3","STOML3"
"ASIC4","HAGH"
"ASPA","ACY1"
"ASPA","CAD"
"ASPA","GADL1"
"ASPA","GLUL"
"ASPHD1","GDPD3"
"ASPHD1","INO80E"
"ASPHD1","PRRT2"
"ASPHD1","SEZ6L2"
"ASPM","ARHGAP11B"
"ASPM","CCNF"
"ASPM","CDC20"
"ASPM","CDC45"
"ASPM","CDCA3"
"ASPM","CDCA8"
"ASPM","CDK1"
"ASPM","CENPK"
"ASPM","CENPN"
"ASPM","CEP55"
"ASPM","CHEK1"
"ASPM","CIT"
"ASPM","CKAP2"
"ASPM","CKS2"
"ASPM","DEPDC1"
"ASPM","ECT2"
"ASPM","EPHB2"
"ASPM","FAM83D"
"ASPM","GTSE1"
"ASPM","HELLS"
"ASPM","HJURP"
"ASPM","HMMR"
"ASPM","HYDIN"
"ASPM","KIF18B"
"ASPM","KIF20A"
"ASPM","KIF20B"
"ASPM","KIF2A"
"ASPM","KIF2C"
"ASPM","KIF4A"
"ASPM","KIFC1"
"ASPM","KPNA2"
"ASPM","MASTL"
"ASPM","MCM10"
"ASPM","MKI67"
"ASPM","NCAPD3"
"ASPM","NCAPG2"
"ASPM","NUSAP1"
"ASPM","PBK"
"ASPM","PRC1"
"ASPM","PTTG1"
"ASPM","RACGAP1"
"ASPM","RAD54L"
"ASPM","RBBP8"
"ASPM","RFC4"
"ASPM","STIL"
"ASPM","TOP2A"
"ASPM","TTK"
"ASPM","UHRF1"
"ASPM","WDR62"
"ASPM","ZWINT"
"ASTN1","PIANP"
"ASUN","DDX26B"
"ASUN","INTS1"
"ASUN","INTS7"
"ASXL2","CBX6"
"ASXL3","CBX2"
"ASXL3","CBX4"
"ASXL3","CBX6"
"ATAD2","ASPM"
"ATAD2","BUB1"
"ATAD2","CCNE2"
"ATAD2","CDK1"
"ATAD2","CENPF"
"ATAD2","CEP55"
"ATAD2","DSCC1"
"ATAD2","DTL"
"ATAD2","HIST1H4C"
"ATAD2","HIST1H4H"
"ATAD2","HIST1H4I"
"ATAD2","HIST1H4J"
"ATAD2","HMMR"
"ATAD2","KIF15"
"ATAD2","KNTC1"
"ATAD2","MAD2L1"
"ATAD2","MCM10"
"ATAD2","MELK"
