"cause","effect"
"ADAMTS15","ADAMTS12"
"ADAMTS15","ADAMTS13"
"ADAMTS15","ADAMTS14"
"ADAMTS15","ADAMTSL1"
"ADAMTS15","ADAMTSL4"
"ADAMTS15","ADAMTSL5"
"ADAMTS15","POFUT2"
"ADAMTS15","SEMA5A"
"ADAMTS15","SEMA5B"
"ADAMTS15","THBS2"
"ADAMTS16","ACAN"
"ADAMTS16","ADAMTS1"
"ADAMTS16","ADAMTS12"
"ADAMTS16","ADAMTS14"
"ADAMTS16","ADAMTS15"
"ADAMTS16","ADAMTS18"
"ADAMTS16","ADAMTSL1"
"ADAMTS16","ADAMTSL3"
"ADAMTS16","ADAMTSL4"
"ADAMTS16","ADAMTSL5"
"ADAMTS16","POFUT2"
"ADAMTS16","SEMA5A"
"ADAMTS16","SEMA5B"
"ADAMTS16","THBS2"
"ADAMTS18","ACAN"
"ADAMTS18","ADAMTS1"
"ADAMTS18","ADAMTS12"
"ADAMTS18","ADAMTS13"
"ADAMTS18","ADAMTS14"
"ADAMTS18","ADAMTS15"
"ADAMTS18","ADAMTSL1"
"ADAMTS18","ADAMTSL3"
"ADAMTS18","ADAMTSL4"
"ADAMTS18","POFUT2"
"ADAMTS18","SBSPON"
"ADAMTS18","SEMA5A"
"ADAMTS18","SEMA5B"
"ADAMTS18","THBS2"
"ADAMTS8","ADAMTS1"
"ADAMTS8","ADAMTS10"
"ADAMTS8","ADAMTS15"
"ADAMTS8","ADAMTS16"
"ADAMTS8","ADAMTS18"
"ADAMTS8","ADAMTSL1"
"ADAMTS8","ADAMTSL3"
"ADAMTS8","ADAMTSL4"
"ADAMTS8","POFUT2"
"ADAMTS8","SBSPON"
"ADAMTS8","SEMA5A"
"ADAMTS8","SEMA5B"
"ADAMTS8","THBS2"
"ADAMTS8","THSD7B"
"ADAMTSL1","ADAMTS12"
"ADAMTSL1","SEMA5A"
"ADAMTSL1","SEMA5B"
"ADAMTSL3","ADAM32"
"ADAMTSL3","ADAMTS12"
"ADAMTSL3","ADAMTS13"
"ADAMTSL3","ADAMTS15"
"ADAMTSL3","ADAMTSL1"
"ADAMTSL3","ADAMTSL4"
"ADAMTSL3","ADAMTSL5"
"ADAMTSL3","POFUT2"
"ADAMTSL3","SBSPON"
"ADAMTSL3","SEMA5A"
"ADAMTSL3","SEMA5B"
"ADAMTSL3","THBS2"
"ADAMTSL4","ADAMTS12"
"ADAMTSL4","ADAMTS14"
"ADAMTSL4","ADAMTSL1"
"ADAMTSL4","SEMA5A"
"ADAMTSL4","SEMA5B"
"ADAMTSL5","ADAMTS12"
"ADAMTSL5","ADAMTS13"
"ADAMTSL5","ADAMTS14"
"ADAMTSL5","ADAMTSL4"
"ADAMTSL5","POFUT2"
"ADAMTSL5","SEMA5A"
"ADAMTSL5","SEMA5B"
"ADAMTSL5","THBS2"
"ADAR","ADA"
"ADAR","HLA-A"
"ADAR","HLA-B"
"ADAR","HLA-C"
"ADAR","HLA-G"
"ADAR","IFI27"
"ADAR","IFIT1"
"ADAR","IFIT2"
"ADAR","IFIT3"
"ADAR","IFITM1"
"ADAR","IFITM3"
"ADAR","ISG15"
"ADAR","MX1"
"ADAR","OAS1"
"ADAR","PSMB8"
"ADAR","RSAD2"
"ADARB1","ADAR"
"ADARB2","ALYREF"
"ADAT2","ADAT1"
"ADAT2","GNRH2"
"ADCK3","PDSS1"
"ADCY10","PDE1C"
"ADCY2","ADCY5"
"ADCY2","ADCY7"
"ADCY2","CAMK2A"
"ADCY2","CAMK2B"
"ADCY2","ENTPD2"
"ADCY2","GNAI1"
"ADCY2","GNAZ"
"ADCY2","PDE1C"
"ADCY2","PDE4C"
"ADCY2","RAPGEF4"
"ADCY4","ADCY2"
"ADCY4","ADCY5"
"ADCY4","ADCY7"
"ADCY4","GNAI1"
"ADCY4","GNAI2"
"ADCY4","GNAI3"
"ADCY4","GNAZ"
"ADCY4","PDE1C"
"ADCY4","PDE2A"
"ADCY4","PDE4B"
"ADCY4","PDE4C"
"ADCY4","RAPGEF3"
"ADCY4","RAPGEF4"
"ADCY5","GNAZ"
"ADCY6","ADCY4"
"ADCY6","ADCY5"
"ADCY6","ADCY7"
"ADCY6","AKAP5"
"ADCY6","AVPR2"
"ADCY6","ENTPD2"
"ADCY6","GNAI1"
"ADCY6","GNAI2"
"ADCY6","GNAI3"
"ADCY6","GNAZ"
"ADCY6","PDE1C"
"ADCY6","PDE2A"
"ADCY6","PDE4B"
"ADCY6","RAPGEF3"
"ADCY6","RAPGEF4"
"ADCY7","ADCY5"
"ADCY7","PDE1C"
"ADCY7","RAPGEF3"
"ADCY7","RAPGEF4"
"ADCYAP1","ADCYAP1R1"
"ADH1B","ADH1C"
"ADH1B","ADHFE1"
"ADH1B","ALDH3A1"
"ADH1B","AOX1"
"ADH1B","CYP2E1"
"ADH1B","CYP2S1"
"ADH1B","CYP4X1"
"ADH1B","GSTA1"
"ADH1B","GSTA2"
"ADH1B","GSTA4"
"ADH1B","GSTP1"
"ADH1B","LRAT"
"ADH1B","MAOA"
"ADH1C","CYP2E1"
"ADH6","ALDH3A1"
"ADH6","GSTA2"
"ADH6","MGST2"
"ADH7","CYP2E1"
"ADHFE1","ADH1C"
"ADHFE1","ADH7"
"ADHFE1","GSTP1"
"ADHFE1","LDHA"
"ADIPOQ","HELZ2"
"ADK","ADA"
"ADK","ADHFE1"
"ADK","ADORA2B"
"ADK","ADSSL1"
"ADK","GSTP1"
"ADK","LDHA"
"ADK","LDHB"
"ADK","NPEPL1"
"ADK","NT5C3A"
"ADM2","ADM"
"ADORA2B","ADCY5"
"ADORA2B","ADCY6"
"ADORA2B","ADCY7"
"ADORA2B","CECR1"
"ADRA1A","CXCR4"
"ADRA1A","GNA13"
"ADRA1A","NOS1"
"ADRA1B","ADRA1A"
"ADRA1B","AGT"
"ADRA1B","CXCR4"
"ADRA1B","F2"
"ADRA1B","GNA13"
"ADRA1B","PRRT2"
"ADRA2A","ADCY4"
"ADRA2A","ADCY5"
"ADRA2A","GNAI1"
"ADRA2A","GNAI2"
"ADRA2A","GNAZ"
"ADRA2A","GNG7"
"ADRB2","ADRA1B"
"ADRB2","ADRB3"
"ADRB2","AGT"
"ADRB2","CAV3"
"ADRB2","CCR3"
"ADRB2","CHRM1"
"ADRB2","CLTC"
"ADRB2","CXCR4"
"ADRB2","DLG4"
"ADRB2","GHRL"
"ADRB2","GNAI1"
"ADRB2","GNAI2"
"ADRB2","GRIA1"
"ADRB2","NPY"
"ADRB2","RAPGEF3"
"ADRB2","TPM3"
"ADRB2","UBQLN2"
"ADRB3","GNAI3"
"ADSSL1","ADHFE1"
"ADSSL1","GMPS"
"ADSSL1","MYOZ1"
"ADSSL1","NAT8L"
"ADSSL1","NPEPL1"
"ADSSL1","PHGDH"
"AGER","CYBB"
"AGMAT","AOC1"
"AGMAT","SRM"
"AGO4","CDKN2A"
"AGO4","GREB1"
"AGO4","HIST1H2BL"
"AGO4","HIST1H2BM"
"AGO4","HIST1H2BO"
"AGO4","RAN"
"AGO4","RPP40"
"AGPAT2","AGPAT9"
"AGPAT5","AGPAT2"
"AGPAT5","AGPAT9"
"AGPAT5","CDS1"
"AGPAT5","GPD2"
"AGPAT5","LCLAT1"
"AGPAT5","PLD1"
"AGPAT5","PPAP2C"
"AGPS","ACBD5"
"AGPS","CCDC173"
"AGPS","FAR2"
"AGR2","DAG1"
"AGR2","RUVBL2"
"AGR2","TFF3"
"AGR3","AGR2"
"AGRN","AQP4"
"AGRN","CD44"
"AGRN","COLQ"
"AGRN","DAG1"
"AGRN","HPSE"
"AGRN","ITGB1"
"AGRN","LAMB3"
"AGRN","NCAM1"
"AGRN","SDC1"
"AGT","ACE2"
"AGT","AGTR1"
"AGT","ATP6AP2"
"AGT","CCR3"
"AGT","CPB1"
"AGT","CXCR4"
"AGT","HCK"
"AGT","HELZ2"
"AGT","LPAR3"
"AGT","LPAR4"
"AGT","MME"
"AGTR1","APLNR"
"AHR","AR"
"AHR","IDO1"
"AHR","NR1I2"
"AHR","NRIP1"
"AHR","RB1"
"AHR","RSF1"
"AHR","STAT1"
"AHR","TDO2"
"AICDA","APOBEC4"
"AICDA","CD40LG"
"AIF1","CYBB"
"AIF1","GFAP"
"AIF1","LCP1"
"AIF1","PTPRC"
"AIF1","TNF"
"AIM2","CARD16"
"AIM2","CASP1"
"AIM2","CASP5"
"AIM2","MB21D1"
"AIM2","NLRP7"
"AIMP2","GAR1"
"AIMP2","MARS2"
"AIMP2","PARK2"
"AIRE","HIST2H3A"
"AIRE","HIST2H3C"
"AIRE","PRKDC"
"AJUBA","JUP"
"AJUBA","UBE2D1"
"AJUBA","WTIP"
"AJUBA","WWC1"
"AKAP5","ADCY5"
"AKAP5","CAMK2A"
"AKAP5","DLG4"
"AKAP5","GRIA1"
"AKAP5","RAPGEF3"
"AKAP5","RAPGEF4"
"AKAP5","ROBO2"
"AKAP5","ROBO3"
"AKAP5","TRPV1"
"AKAP5","TRPV4"
"AKAP8L","PRPF40A"
"AKAP8L","RNF43"
"AKR1B10","CYP2E1"
"AKR1B10","GK"
"AKR1C1","CYP21A2"
"AKR1C1","CYP2E1"
"AKR1C2","AKR1C1"
"AKR1C4","AKR1C2"
"ALB","AGT"
"ALB","B2M"
"ALB","CD44"
"ALB","CYCS"
"ALB","CYP3A4"
"ALB","F2"
"ALB","FGA"
"ALB","FGB"
"ALB","FGG"
"ALB","GLP1R"
"ALB","GPT"
"ALB","HP"
"ALB","OCLN"
"ALB","ORM2"
"ALB","PRL"
"ALB","RBFOX3"
"ALB","SERPINA1"
"ALB","SERPINC1"
"ALB","SLCO1A2"
"ALB","TF"
"ALDH18A1","AASS"
"ALDH18A1","ASS1"
"ALDH18A1","CPS1"
"ALDH18A1","GMPS"
"ALDH18A1","PYCR1"
"ALDH1A1","ADH1B"
"ALDH1A1","ADH1C"
"ALDH1A1","ADH6"
"ALDH1A1","ADH7"
"ALDH1A1","CD24"
"ALDH1A1","CYP2B6"
"ALDH1A1","CYP2C8"
"ALDH1A1","CYP2S1"
"ALDH1A1","CYP3A4"
"ALDH1A1","CYP4A11"
"ALDH1A1","CYP4A22"
"ALDH1A1","PROM1"
"ALDH1A1","RDH12"
"ALDH1A1","UGT1A1"
"ALDH1A1","UGT1A8"
"ALDH1L1","AQP4"
"ALDH1L1","DHFR"
"ALDH1L1","FTCD"
"ALDH1L1","MTHFD1L"
"ALDH3A1","ADH1C"
"ALDH3A1","ADH7"
"ALDH3A1","CYP2E1"
"ALDH3A1","GSTA2"
"ALDH3A1","MGST2"
"ALDH3B2","ADH1B"
"ALDH3B2","ADH7"
"ALDH3B2","ALDH3A1"
"ALDH3B2","AOC3"
"ALDH3B2","CYP2E1"
"ALDH3B2","GAD1"
"ALDH3B2","GSTA4"
"ALDH3B2","GSTM5"
"ALDH3B2","GSTP1"
"ALDH5A1","ALDH18A1"
"ALDH5A1","OGDHL"
"ALDH5A1","PCK1"
"ALDH8A1","ADHFE1"
"ALDH8A1","PDE7B"
"ALG10","ALG3"
"ALG10","ALG6"
"ALG10","ALG8"
"ALG10","RPN1"
"ALG6","ALG3"
"ALG8","ALG3"
"ALG8","ALG6"
"ALK","FAM150B"
"ALK","MDK"
"ALK","PTPRZ1"
"ALOX15B","CYP2E1"
"ALOX15B","JMJD7-PLA2G4B"
"ALPI","GGT7"
"ALPI","TPK1"
"ALPPL2","ALPP"
"ALPPL2","TPK1"
"ALYREF","NXF1"
"ALYREF","SNRNP70"
"ALYREF","SRSF5"
"AMBP","AGT"
"AMBP","ALB"
"AMBP","F2"
"AMBP","FGA"
"AMBP","FGB"
"AMBP","FGG"
"AMBP","FGL1"
"AMBP","GC"
"AMBP","HPX"
"AMBP","IGFBP1"
"AMBP","ITIH4"
"AMBP","ORM2"
"AMBP","PRSS3"
"AMBP","SERPINA1"
"AMBP","SERPINA5"
"AMBP","SERPINC1"
"AMBP","TF"
"AMHR2","BMP6"
"AMHR2","GDF6"
"AMHR2","WNT7A"
"AMMECR1","ACSL4"
"AMN","CUBN"
"AMOT","MOB1A"
"AMOT","PRKCZ"
"AMOT","STK4"
"AMOT","WWC1"
"AMPH","CLTC"
"AMPH","CNTNAP2"
"AMPH","LGI1"
"AMPH","SH3GL2"
"AMPH","SNAP91"
"AMT","DHFR"
"AMT","FTCD"
"AMT","GLDC"
"AMT","GLUL"
"ANGPT2","ANGPT4"
"ANGPT2","MET"
"ANGPT2","VEGFC"
"ANGPT4","NTRK1"
"ANGPTL3","GC"
"ANGPTL4","CARM1"
"ANGPTL4","FN1"
"ANGPTL4","FSCN1"
"ANGPTL4","GPIHBP1"
"ANGPTL4","ITGB1"
"ANK1","ANK2"
"ANK1","CD44"
"ANK1","NFASC"
"ANK1","OBSCN"
"ANK1","SCN11A"
"ANK1","TRPV1"
"ANK1","TTN"
"ANK2","CD44"
"ANK2","DMD"
"ANK2","KCNQ3"
"ANK2","L1CAM"
"ANK2","OBSCN"
"ANK2","RYR2"
"ANK2","SCN1B"
"ANK2","SCN2A"
"ANK2","SCN3B"
"ANK2","SCN4A"
"ANK2","SCN5A"
"ANKDD1A","TAGAP"
"ANKRD1","HELZ2"
"ANKRD2","TTN"
"ANKRD23","TTN"
"ANKS3","NEK6"
"ANKS4B","CDHR2"
"ANKS4B","CDHR5"
"ANKS4B","MYO7B"
"ANKZF1","ASCC3"
"ANLN","ARHGAP11A"
"ANLN","ASPM"
"ANLN","AURKB"
"ANLN","BIRC5"
"ANLN","BUB1"
"ANLN","BUB1B"
"ANLN","CCNA2"
"ANLN","CCNB2"
"ANLN","CD2AP"
"ANLN","CDC20"
"ANLN","CDC25C"
"ANLN","CDC45"
"ANLN","CDCA2"
"ANLN","CDCA5"
"ANLN","CDCA8"
"ANLN","CDK1"
"ANLN","CDKN3"
"ANLN","CENPA"
"ANLN","CENPF"
"ANLN","CENPK"
"ANLN","CENPU"
"ANLN","CEP55"
"ANLN","CKAP2L"
"ANLN","DEPDC1"
"ANLN","DIAPH3"
"ANLN","DTL"
"ANLN","ECT2"
"ANLN","EXO1"
"ANLN","FAM83D"
"ANLN","HJURP"
"ANLN","HMMR"
"ANLN","INCENP"
"ANLN","KIF14"
"ANLN","KIF15"
"ANLN","KIF20A"
"ANLN","KIF2C"
"ANLN","KIF4A"
"ANLN","KPNA2"
"ANLN","MAD2L1"
"ANLN","MELK"
"ANLN","MKI67"
"ANLN","MYL9"
"ANLN","NEK2"
"ANLN","NUF2"
"ANLN","NUSAP1"
"ANLN","PBK"
"ANLN","PLK1"
"ANLN","PLK4"
"ANLN","PRC1"
"ANLN","PTTG1"
"ANLN","RACGAP1"
"ANLN","RRM2"
"ANLN","SH3KBP1"
"ANLN","SHCBP1"
"ANLN","SMC2"
"ANLN","SPAG5"
"ANLN","TOP2A"
"ANLN","TPX2"
"ANLN","TTK"
"ANLN","TYMS"
"ANLN","UBE2C"
"ANLN","ZWILCH"
"ANLN","ZWINT"
"ANO1","BEST1"
"ANO1","SLC26A6"
"ANO1","TRPV1"
"ANO2","BEST1"
"ANO2","DLG4"
"ANP32E","RUVBL2"
"ANPEP","ACE2"
"ANPEP","AGT"
"ANPEP","CD2"
"ANPEP","CD5"
"ANPEP","CD7"
"ANPEP","DPP4"
"ANPEP","FUT4"
"ANPEP","GGT7"
"ANPEP","ITGA6"
"ANPEP","MME"
"ANPEP","PROM1"
"ANPEP","PTPRC"
"ANTXR1","PADI4"
"ANTXR1","PKM"
"ANXA13","EXT1"
"ANXA2","CD44"
"ANXA2","KRT8"
"ANXA2","PLA2G4A"
"ANXA2","RPS6KA1"
"ANXA2","S100A10"
"ANXA2","S100A2"
"ANXA2","S100A6"
"AOC1","IL4I1"
"AOC2","ALDH3A1"
"AOC2","AOC3"
"AOC2","DBH"
"AOC2","GLO1"
"AOC3","CD28"
"AOC3","CD3E"
"AOC3","CD44"
"AOC3","DBH"
"AOC3","ITGAL"
"AOC3","ITGAX"
"AOC3","MAOA"
"AOC3","PTPRC"
"AOC3","SIGLEC10"
"AOX1","ACSS3"
"AOX1","ASMT"
"AOX1","CYP1A1"
"AOX1","HSD17B6"
"AOX1","PCCA"
"AOX1","RDH12"
"AP1M2","AP1S1"
"AP1M2","AP1S3"
"AP1M2","CLTC"
"AP1M2","TFRC"
"AP1S1","AP1S3"
"AP1S1","BAIAP2L2"
"AP1S1","CLTC"
"AP1S3","CLTC"
"APLN","APELA"
"APLN","APLNR"
"APLNR","APELA"
"APLP1","APBB1"
"APLP1","APBB3"
"APOA1","ABCG5"
"APOA1","ABCG8"
"APOA1","ALB"
"APOA1","AMBP"
"APOA1","AMN"
"APOA1","APOA4"
"APOA1","APOC2"
"APOA1","APOD"
"APOA1","CD36"
"APOA1","CLU"
"APOA1","CRP"
"APOA1","F2"
"APOA1","FABP1"
"APOA1","FGA"
"APOA1","FGB"
"APOA1","FGG"
"APOA1","GC"
"APOA1","GPC3"
"APOA1","GPIHBP1"
"APOA1","HP"
"APOA1","HPR"
"APOA1","HPX"
"APOA1","LIPC"
"APOA1","LIPG"
"APOA1","LRP8"
"APOA1","MTTP"
"APOA1","ORM1"
"APOA1","ORM2"
"APOA1","PLA2G12B"
"APOA1","SCARB1"
"APOA1","SERPINA1"
"APOA1","SERPINC1"
"APOA1","TF"
"APOA1","TTR"
"APOA4","GC"
"APOA4","HPR"
"APOA4","MTTP"
"APOA4","PLA2G12B"
"APOA4","SERPINC1"
"APOBEC1","A1CF"
"APOBEC1","APOBEC4"
"APOBEC1","CDA"
"APOBEC1","HNRNPAB"
"APOBEC2","APOBEC3B"
"APOBEC2","UNC45B"
"APOBEC3B","A1CF"
"APOBEC3B","KPNA2"
"APOBEC3F","APOBEC3G"
"APOBEC3F","CD2"
"APOBEC4","A1CF"
"APOBEC4","APOBEC3B"
"APOC1","APOC2"
"APOE","ACE"
"APOE","ACHE"
"APOE","AGRN"
"APOE","ALB"
"APOE","APOC1"
"APOE","APOC2"
"APOE","APOD"
"APOE","APOL1"
"APOE","BGN"
"APOE","CD44"
"APOE","CLU"
"APOE","DEK"
"APOE","GPIHBP1"
"APOE","HP"
"APOE","HPR"
"APOE","IDE"
"APOE","LCAT"
"APOE","LIPC"
"APOE","LRP1B"
"APOE","LSR"
"APOE","MSR1"
"APOE","NOS1"
"APOE","PLA2G7"
"APOE","RELN"
"APOE","SCARB1"
"APOE","SDC1"
"APOE","TNF"
"APOE","TOMM40"
"APOE","TREM2"
"APOE","VCAM1"
"APOH","ALB"
"APOH","AMBP"
"APOH","ANXA2"
"APOH","APOA1"
"APOH","APOA4"
"APOH","APOC1"
"APOH","APOC2"
"APOH","CLU"
"APOH","F2"
"APOH","FABP1"
"APOH","FGA"
"APOH","FGB"
"APOH","FGG"
"APOH","FGL1"
"APOH","GC"
"APOH","HP"
"APOH","HPR"
"APOH","LRP8"
"APOH","ORM1"
"APOH","ORM2"
"APOH","SERPINA1"
"APOH","SERPINC1"
"APOL1","APOC1"
"APOL1","APOC2"
"APOL1","HP"
"APOL1","PLAUR"
"AQP4","CLDN5"
"AQP4","DAG1"
"AQP4","GFAP"
"AQP4","MAG"
"AQP4","TRPV4"
"AQP7","AQP4"
"AQP7","PLIN1"
"AQP8","AQP4"
"AQP8","AQP7"
