"cause","effect"
"ACTN2","TTN"
"ACTN3","ACTN2"
"ACTN3","MYH3"
"ACTN3","NEB"
"ACTN3","TTN"
"ACTR2","ACTG1"
"ACTR2","ARF1"
"ACTR2","ARPC4-TTLL3"
"ACTR2","CFL1"
"ACTR2","CYFIP2"
"ACTR2","FMN1"
"ACTR2","GRB2"
"ACTR2","IGHV3-11"
"ACTR2","IGLL5"
"ACTR3C","ACTG1"
"ACTR3C","ACTR2"
"ACTR3C","LRRC61"
"ACVR1C","INHBB"
"ACVR1C","LEFTY2"
"ACVR1C","NODAL"
"ADAD2","ADAT3"
"ADAM11","KANSL1L"
"ADAM11","LGI1"
"ADAM11","LGI3"
"ADAM11","LGI4"
"ADAM12","ACTN2"
"ADAM12","GRB2"
"ADAMTS1","ADAMTS14"
"ADAMTS1","ADAMTS3"
"ADAMTS1","ADAMTS4"
"ADAMTS1","ADAMTS5"
"ADAMTS1","ADAMTS9"
"ADAMTS1","ADAMTSL1"
"ADAMTS1","ADAMTSL4"
"ADAMTS1","FBLN1"
"ADAMTS1","MMP19"
"ADAMTS1","SPON2"
"ADAMTS1","THSD4"
"ADAMTS1","THSD7A"
"ADAMTS10","ADAMTS1"
"ADAMTS10","ADAMTS14"
"ADAMTS10","ADAMTS16"
"ADAMTS10","ADAMTS18"
"ADAMTS10","ADAMTS19"
"ADAMTS10","ADAMTS3"
"ADAMTS10","ADAMTS4"
"ADAMTS10","ADAMTS5"
"ADAMTS10","ADAMTS9"
"ADAMTS10","ADAMTSL1"
"ADAMTS10","ADAMTSL2"
"ADAMTS10","ADAMTSL4"
"ADAMTS10","SPON2"
"ADAMTS10","THSD7A"
"ADAMTS10","THSD7B"
"ADAMTS14","ADAMTS20"
"ADAMTS14","ADAMTSL1"
"ADAMTS14","COL2A1"
"ADAMTS14","COL5A2"
"ADAMTS14","SPON2"
"ADAMTS16","ACAN"
"ADAMTS16","ADAMTS1"
"ADAMTS16","ADAMTS14"
"ADAMTS16","ADAMTS18"
"ADAMTS16","ADAMTS19"
"ADAMTS16","ADAMTS20"
"ADAMTS16","ADAMTS3"
"ADAMTS16","ADAMTS4"
"ADAMTS16","ADAMTS5"
"ADAMTS16","ADAMTS9"
"ADAMTS16","ADAMTSL1"
"ADAMTS16","ADAMTSL2"
"ADAMTS16","ADAMTSL4"
"ADAMTS16","SPON2"
"ADAMTS16","THSD4"
"ADAMTS16","THSD7A"
"ADAMTS18","ACAN"
"ADAMTS18","ADAMTS1"
"ADAMTS18","ADAMTS20"
"ADAMTS18","ADAMTS3"
"ADAMTS18","ADAMTS4"
"ADAMTS18","ADAMTS5"
"ADAMTS18","ADAMTS9"
"ADAMTS18","ADAMTSL1"
"ADAMTS18","ADAMTSL2"
"ADAMTS18","ADAMTSL4"
"ADAMTS18","SPON2"
"ADAMTS18","THSD4"
"ADAMTS18","THSD7A"
"ADAMTS19","ADAMTS14"
"ADAMTS19","ADAMTS18"
"ADAMTS19","ADAMTS20"
"ADAMTS19","ADAMTSL1"
"ADAMTS19","ADAMTSL2"
"ADAMTS19","THSD4"
"ADAMTS19","THSD7A"
"ADAMTS20","SPON2"
"ADAMTS20","THSD7A"
"ADAMTS3","ACAN"
"ADAMTS3","ADAMTS4"
"ADAMTS3","ADAMTS9"
"ADAMTS3","ADAMTSL1"
"ADAMTS3","ADAMTSL4"
"ADAMTS3","CCBE1"
"ADAMTS3","COL11A1"
"ADAMTS3","COL11A2"
"ADAMTS3","COL1A2"
"ADAMTS3","COL27A1"
"ADAMTS3","COL3A1"
"ADAMTS3","COL5A1"
"ADAMTS3","COL5A2"
"ADAMTS3","SPON2"
"ADAMTS3","THSD4"
"ADAMTS3","THSD7A"
"ADAMTS4","ACAN"
"ADAMTS4","ADAMTS14"
"ADAMTS4","ADAMTS20"
"ADAMTS4","ADAMTS9"
"ADAMTS4","ADAMTSL1"
"ADAMTS4","ADAMTSL4"
"ADAMTS4","COL2A1"
"ADAMTS4","SPON2"
"ADAMTS4","THSD7A"
"ADAMTS5","ADAMTS14"
"ADAMTS5","ADAMTS3"
"ADAMTS5","ADAMTS4"
"ADAMTS5","ADAMTS9"
"ADAMTS5","ADAMTSL1"
"ADAMTS5","ADAMTSL4"
"ADAMTS5","SPON2"
"ADAMTS5","THSD7A"
"ADAMTS8","ACAN"
"ADAMTS8","ADAMTS1"
"ADAMTS8","ADAMTS10"
"ADAMTS8","ADAMTS14"
"ADAMTS8","ADAMTS16"
"ADAMTS8","ADAMTS18"
"ADAMTS8","ADAMTS3"
"ADAMTS8","ADAMTS5"
"ADAMTS8","ADAMTS9"
"ADAMTS8","ADAMTSL1"
"ADAMTS8","ADAMTSL4"
"ADAMTS8","SPON2"
"ADAMTS8","THSD1"
"ADAMTS8","THSD4"
"ADAMTS8","THSD7A"
"ADAMTS8","THSD7B"
"ADAMTS9","SPON2"
"ADAMTSL1","ADAMTS9"
"ADAMTSL1","SPON2"
"ADAMTSL1","THSD7A"
"ADAMTSL2","ADAMTS14"
"ADAMTSL2","ADAMTS20"
"ADAMTSL2","ADAMTS4"
"ADAMTSL2","ADAMTSL1"
"ADAMTSL2","SPON2"
"ADAMTSL2","THSD4"
"ADAMTSL2","THSD7A"
"ADAMTSL4","ADAMTS14"
"ADAMTSL4","ADAMTS9"
"ADAMTSL4","ADAMTSL1"
"ADAMTSL4","SPON2"
"ADAMTSL4","THSD7A"
"ADAR","ADARB2"
"ADAR","DDX58"
"ADAR","IFIT1"
"ADAR","IFIT2"
"ADAR","IFIT3"
"ADAR","IFITM2"
"ADAR","ISG15"
"ADAR","MCOLN2"
"ADAR","MX1"
"ADAR","OAS1"
"ADAR","RSAD2"
"ADARB2","ALYREF"
"ADARB2","EARS2"
"ADAT2","ADAD2"
"ADAT3","METTL13"
"ADCY2","ADCY5"
"ADCY2","EDN1"
"ADCY2","GNAI1"
"ADCY2","PDE10A"
"ADCY2","PDE1A"
"ADCY2","PDE1C"
"ADCY2","PDE3A"
"ADCY2","PDE4C"
"ADCY2","PDE4D"
"ADCY2","PDE6C"
"ADCY3","ADCY2"
"ADCY3","ADCY4"
"ADCY3","ADCY5"
"ADCY3","ADCY8"
"ADCY3","AVPR2"
"ADCY3","EDN1"
"ADCY3","GNAI1"
"ADCY3","GNAL"
"ADCY3","GNAS"
"ADCY3","PDE10A"
"ADCY3","PDE1A"
"ADCY3","PDE1C"
"ADCY3","PDE2A"
"ADCY3","PDE3A"
"ADCY3","PDE3B"
"ADCY3","PDE4C"
"ADCY3","PDE4D"
"ADCY3","PDE6B"
"ADCY3","PDE7B"
"ADCY3","PDE9A"
"ADCY3","PROK1"
"ADCY3","PROK2"
"ADCY3","RAPGEF3"
"ADCY3","SLC12A2"
"ADCY4","ADCY2"
"ADCY4","ADCY5"
"ADCY4","EDN1"
"ADCY4","GIMAP7"
"ADCY4","GNAI1"
"ADCY4","GNAL"
"ADCY4","GNAS"
"ADCY4","GNG2"
"ADCY4","PDE10A"
"ADCY4","PDE1A"
"ADCY4","PDE1C"
"ADCY4","PDE2A"
"ADCY4","PDE3A"
"ADCY4","PDE4C"
"ADCY4","PDE4D"
"ADCY4","PDE6B"
"ADCY4","PDE6C"
"ADCY4","RAPGEF3"
"ADCY5","GIPR"
"ADCY5","PDE10A"
"ADCY5","PDE6B"
"ADCY8","ADCY2"
"ADCY8","ADCY4"
"ADCY8","ADCY5"
"ADCY8","AKAP5"
"ADCY8","CNR1"
"ADCY8","EDN1"
"ADCY8","GNAI1"
"ADCY8","GNAL"
"ADCY8","GNG2"
"ADCY8","GRIN2B"
"ADCY8","PDE10A"
"ADCY8","PDE1A"
"ADCY8","PDE1C"
"ADCY8","PDE2A"
"ADCY8","PDE3A"
"ADCY8","PDE4C"
"ADCY8","PDE4D"
"ADCY8","PDE6B"
"ADCY8","PDE7B"
"ADCY8","PDE9A"
"ADCY8","RAPGEF3"
"ADCYAP1","ADCYAP1R1"
"ADH1A","ADH1B"
"ADH1A","ADH1C"
"ADH1A","ADHFE1"
"ADH1A","ALDH1A1"
"ADH1A","ALDH1A2"
"ADH1A","ALDH1B1"
"ADH1A","ALDH2"
"ADH1A","ALDH3A1"
"ADH1A","ALDH3B2"
"ADH1A","AOX1"
"ADH1A","CYP27C1"
"ADH1A","CYP2E1"
"ADH1A","GSTA1"
"ADH1A","GSTM2"
"ADH1A","GSTM5"
"ADH1A","LDHAL6B"
"ADH1A","LRAT"
"ADH1A","MAOA"
"ADH1B","ADH1C"
"ADH1B","ADHFE1"
"ADH1B","ALDH1B1"
"ADH1B","ALDH3A1"
"ADH1B","AOX1"
"ADH1B","CYP2E1"
"ADH1B","GSTA1"
"ADH1B","LRAT"
"ADH1B","MAOA"
"ADH1B","PNPLA4"
"ADH1B","UGT2B11"
"ADH1C","CYP2E1"
"ADH4","ADHFE1"
"ADH4","ALDH1A1"
"ADH4","ALDH1B1"
"ADH4","ALDH3A1"
"ADH4","AOX1"
"ADH4","CYP27C1"
"ADH4","CYP2E1"
"ADH4","GSTA1"
"ADH4","LDHAL6B"
"ADH4","LRAT"
"ADH4","MAOA"
"ADH4","UGT2B11"
"ADH4","UGT2B15"
"ADH6","ADHFE1"
"ADH6","ALDH3A1"
"ADH6","CYP2E1"
"ADHFE1","ADH1C"
"ADIPOQ","RARRES2"
"ADIPOR1","ADIPOQ"
"ADIPOR1","CAV3"
"ADM2","ADM"
"ADM2","ADM5"
"ADORA2A","DRD2"
"ADORA2A","VIP"
"ADORA3","CECR1"
"ADRA1A","CXCR4"
"ADRA1A","NOS1"
"ADRA1B","ADRA1A"
"ADRA1B","ADRA1D"
"ADRA1B","CXCL12"
"ADRA1B","EDN1"
"ADRA1B","INPP1"
"ADRA1D","ADRA1A"
"ADRA2A","ADCY4"
"ADRA2A","ADCY5"
"ADRA2A","GNAI1"
"ADRA2A","GNG2"
"ADRB1","ADCY5"
"ADRB1","GNAS"
"ADRB1","NPPA"
"ADRB1","RAPGEF3"
"ADRB2","ADRA1B"
"ADRB2","ADRB1"
"ADRB2","ADRB3"
"ADRB2","AKAP12"
"ADRB2","AKAP5"
"ADRB2","CAV3"
"ADRB2","CCL4"
"ADRB2","CCR3"
"ADRB2","CXCL12"
"ADRB2","EDN1"
"ADRB2","EZR"
"ADRB2","GNAI1"
"ADRB2","GNAL"
"ADRB2","GNAS"
"ADRB2","GRIA1"
"ADRB2","GRK5"
"ADRB2","P2RY2"
"ADRB2","PDE4D"
"ADRB2","RAPGEF3"
"ADRB2","TPM3"
"ADRB3","ADRB1"
"ADSS","ASRGL1"
"ADSS","ENTPD8"
"ADSS","GMPS"
"ADSS","GOT1"
"ADSS","IL4I1"
"ADSS","NAT8L"
"ADSS","PAICS"
"AFAP1L1","ASTN1"
"AFP","MUC1"
"AFTPH","AP1M2"
"AFTPH","AP1S1"
"AFTPH","AP2B1"
"AFTPH","BAIAP2L2"
"AFTPH","CLTC"
"AFTPH","KCNQ5"
"AFTPH","PANK1"
"AGA","GGCT"
"AGA","GOT1"
"AGER","ITGB2"
"AGER","LTB4R"
"AGMAT","AOC1"
"AGMO","CH25H"
"AGMO","DGKB"
"AGPAT2","AGPAT9"
"AGPAT2","DGKB"
"AGPAT2","GPAT2"
"AGPAT2","LPIN1"
"AGPAT2","LPIN3"
"AGPAT2","PPAPDC1A"
"AGPAT4","AGPAT2"
"AGPAT4","AGPAT9"
"AGPAT4","DGKB"
"AGPAT4","DGKH"
"AGPAT4","GNPAT"
"AGPAT4","GPAT2"
"AGPAT4","LPIN1"
"AGPAT4","LPPR3"
"AGPAT4","PPAP2B"
"AGPAT4","PPAPDC1A"
"AGPAT5","AGPAT2"
"AGPAT5","AGPAT4"
"AGPAT5","AGPAT9"
"AGPAT5","CDS1"
"AGPAT5","DGKB"
"AGPAT5","DGKH"
"AGPAT5","GNPAT"
"AGPAT5","GPD2"
"AGPAT5","LCLAT1"
"AGPAT5","LPIN1"
"AGPAT5","LPPR3"
"AGPAT5","MBOAT2"
"AGPAT5","PPAP2B"
"AGPAT5","PPAP2C"
"AGPAT5","PPAPDC1A"
"AGR2","DAG1"
"AGR2","RUVBL2"
"AGR2","TFF3"
"AGR3","AGR2"
"AGR3","BZW2"
"AGR3","DAG1"
"AGRN","B3GAT1"
"AGRN","COLQ"
"AGRN","CSPG5"
"AGRN","DAG1"
"AGRN","GPC3"
"AGRN","HS6ST2"
"AGRN","PAK4"
"AGRN","SDC1"
"AGTR1","AP2B1"
"AGTR1","APLNR"
"AGXT","ALAS2"
"AGXT","FH"
"AGXT","GNPAT"
"AGXT","GPT"
"AGXT","HOGA1"
"AGXT","HYI"
"AGXT","NUDT19"
"AGXT","SARDH"
"AHCY","ADHFE1"
"AHCY","ADSS"
"AHCY","BHMT"
"AHCY","BHMT2"
"AHCY","MAT1A"
"AHCY","SDS"
"AHCY","SDSL"
"AHCY","UPP1"
"AICDA","CD40"
"AICDA","FEN1"
"AICDA","GADD45A"
"AIFM1","CASP3"
"AIFM1","CYCS"
"AIFM1","H2AFX"
"AIFM1","HSPA1A"
"AIFM1","PPIA"
"AIFM1","TSFM"
"AIFM1","TUBA3E"
"AIFM1","XIAP"
"AIM1L","PIGW"
"AIM2","CARD8"
"AIM2","DDX58"
"AIM2","NLRP1"
"AIM2","NLRP7"
"AIRE","HIST1H3J"
"AK8","FAM69B"
"AK8","NME1"
"AK8","NME2"
"AK8","RRM1"
"AKAP12","NNMT"
"AKAP17A","PGLYRP2"
"AKAP5","ADCY5"
"AKAP5","AKAP12"
"AKAP5","GPER1"
"AKAP5","GRIA1"
"AKAP5","GRIA3"
"AKAP5","RAPGEF3"
"AKAP5","ROBO2"
"AKAP5","ROBO3"
"AKAP5","RXFP1"
"AKAP5","TRPV1"
"AKR1C1","CYP2E1"
"AKR1C1","HSD3B2"
"AKR1C1","SRD5A2"
"AKR1C2","AKR1C1"
"AKR1C2","SRD5A2"
"AKR1C3","AKR1C1"
"AKR1C3","AKR1C2"
"AKR1C3","CYP19A1"
"AKR1C3","CYP2E1"
"AKR1C3","CYP3A7"
"AKR1C3","HSD17B6"
"AKR1C3","HSD3B2"
"AKR1C3","SRD5A2"
"AKT3","CASP3"
"AKT3","CDKN1A"
"AKT3","DENND1B"
"AKT3","FYN"
"AKT3","GNRH1"
"AKT3","GSK3B"
"AKT3","HSP90AA1"
"AKT3","LCK"
"AKT3","MAPK11"
"AKT3","NOS1"
"AKT3","NOS3"
"AKT3","OGT"
"AKT3","PDE3B"
"AKT3","PIK3CB"
"AKT3","PIK3CG"
"AKT3","PML"
"AKT3","PRKCZ"
"AKT3","PRKDC"
"AKT3","TBC1D7"
"AKT3","TCL1A"
"AKT3","TCL1B"
"ALAS2","HBB"
"ALAS2","HBD"
"ALAS2","HBG2"
"ALAS2","SLC25A37"
"ALB","ACHE"
"ALB","ADIPOQ"
"ALB","AGER"
"ALB","C4A"
"ALB","C4B"
"ALB","CASP3"
"ALB","CAV1"
"ALB","CD34"
"ALB","CD8A"
"ALB","CUBN"
"ALB","CYCS"
"ALB","CYP3A4"
"ALB","DCD"
"ALB","EDN1"
"ALB","ELANE"
"ALB","F3"
"ALB","FABP6"
"ALB","FGB"
"ALB","FGG"
"ALB","FN1"
"ALB","GFAP"
"ALB","GH1"
"ALB","GOT1"
"ALB","HP"
"ALB","IGF1"
"ALB","IL6"
"ALB","LEP"
"ALB","LPL"
"ALB","MMP9"
"ALB","NGF"
"ALB","NPHS1"
"ALB","OCLN"
"ALB","PAEP"
"ALB","PECAM1"
"ALB","PLG"
"ALB","RBFOX3"
"ALB","RBP4"
"ALB","SAA1"
"ALB","SERPINA6"
"ALB","SLCO1A2"
"ALB","SPP1"
"ALB","TF"
"ALB","TFRC"
"ALB","TLR4"
"ALB","VEGFA"
"ALCAM","CD34"
"ALCAM","CD6"
"ALCAM","CD9"
"ALCAM","PECAM1"
"ALCAM","PROM1"
"ALCAM","SLC35B2"
"ALDH18A1","ALDH1B1"
"ALDH18A1","FDXR"
"ALDH18A1","GMPS"
"ALDH18A1","PRODH"
"ALDH18A1","PSPH"
"ALDH18A1","PYCR1"
"ALDH18A1","REEP1"
"ALDH18A1","SDSL"
"ALDH1A1","ADH1B"
"ALDH1A1","ADH1C"
"ALDH1A1","ADH6"
"ALDH1A1","AOX1"
"ALDH1A1","CD24"
"ALDH1A1","CYP1A1"
"ALDH1A1","CYP2C8"
"ALDH1A1","CYP2S1"
"ALDH1A1","CYP3A4"
"ALDH1A1","CYP3A7"
"ALDH1A1","CYP4A11"
"ALDH1A1","CYP4A22"
"ALDH1A1","DHRS3"
"ALDH1A1","HSD17B6"
"ALDH1A1","PROM1"
"ALDH1A1","SDR16C5"
"ALDH1A2","ADH1B"
"ALDH1A2","ADH1C"
"ALDH1A2","ADH4"
"ALDH1A2","ADH6"
"ALDH1A2","ALDH1A1"
"ALDH1A2","AOX1"
"ALDH1A2","CYP1A1"
"ALDH1A2","CYP3A4"
"ALDH1A2","CYP3A7"
"ALDH1A2","CYP4A11"
"ALDH1A2","CYP4A22"
"ALDH1A2","DHRS3"
"ALDH1A2","HSD17B6"
"ALDH1A2","RDH5"
"ALDH1A2","SDR16C5"
"ALDH1B1","ADH1C"
"ALDH1B1","AOC1"
"ALDH1B1","ASMT"
"ALDH1L1","ADAR"
"ALDH1L1","AMT"
"ALDH1L1","DHFR"
"ALDH1L1","SLC1A2"
"ALDH2","ABAT"
"ALDH2","ADH1B"
"ALDH2","ADH1C"
"ALDH2","ADH4"
"ALDH2","ADH6"
"ALDH2","ALDH18A1"
"ALDH2","ALDH1B1"
"ALDH2","AOC1"
"ALDH2","AOC3"
"ALDH2","ASMT"
"ALDH2","CARNS1"
"ALDH2","CNDP1"
"ALDH2","CYP2E1"
"ALDH2","GLYCTK"
"ALDH2","MAOA"
"ALDH2","UPB1"
"ALDH3A1","ADH1C"
"ALDH3B2","ABAT"
"ALDH3B2","ADH1C"
"ALDH3B2","ADH6"
"ALDH3B2","ALDH18A1"
"ALDH3B2","CYP2E1"
"ALDH3B2","GSTM5"
"ALDH8A1","ADHFE1"
"ALDH8A1","AGXT"
"ALDH8A1","HBS1L"
"ALDH8A1","PDE7B"
"ALDOA","ACTG1"
"ALDOA","CKMT2"
"ALDOA","FBP1"
"ALDOA","SLC2A1"
"ALDOB","ALDOA"
"ALDOB","BPGM"
"ALDOB","GLYCTK"
"ALDOC","ALDOB"
"ALDOC","ENO3"
"ALDOC","ENO4"
"ALDOC","FBP1"
"ALDOC","GAPDH"
"ALDOC","GLYCTK"
"ALDOC","HK2"
"ALDOC","HK3"
"ALDOC","LDHAL6B"
"ALDOC","MYH7B"
"ALDOC","PGAM2"
"ALDOC","PGK1"
"ALDOC","S100A12"
"ALDOC","TKTL1"
"ALG1","ALG6"
"ALG1","ALG8"
"ALG1","DOLK"
"ALG6","STT3A"
"ALG8","ALG6"
"ALG8","STT3A"
"ALOX12","ALOX15"
"ALOX12","CYP2C8"
"ALOX12","CYP2C9"
"ALOX12","CYP2E1"
"ALOX12","JMJD7-PLA2G4B"
"ALOX12","PLA2G10"
"ALOX12","PLA2G1B"
"ALOX12","PLA2G2A"
"ALOX12","PLA2G2D"
"ALOX12","PLA2G4B"
"ALOX12","PLA2G6"
"ALOXE3","PPP1R3D"
"ALPL","COL4A3"
"ALPL","COL4A4"
"ALPL","COL4A6"
"ALPL","SPP1"
"ALS2CL","JMJD4"
"ALS2CL","NAALAD2"
"ALYREF","CLP1"
"ALYREF","ERH"
"ALYREF","RBM8A"
"ALYREF","SNRNP70"
"ALYREF","SRSF5"
"AMACR","NUDT19"
"AMACR","OR51E2"
"AMFR","CD3D"
"AMFR","HM13"
"AMFR","HSPA5"
"AMFR","RNF139"
"AMFR","SVIP"
"AMN","CUBN"
"AMPH","AP2B1"
"AMPH","CLTC"
"AMPH","CNTNAP2"
"AMPH","DNM1"
"AMPH","LGI1"
"AMT","AGXT"
"AMT","DHFR"
"AMT","FTCD"
"AMT","GLS2"
"AMT","OCA2"
"AMT","TYMS"
"AMY2B","GBE1"
"ANGPT1","NTRK1"
"ANGPT1","PECAM1"
"ANGPT1","VEGFA"
"ANGPT4","ANGPT1"
"ANGPT4","NTRK1"
"ANGPTL1","RALGPS2"
"ANGPTL1","TEK"
"ANGPTL2","TEK"
"ANGPTL3","C19orf80"
"ANGPTL3","ITGB3"
"ANGPTL3","TEK"
"ANGPTL4","C19orf80"
"ANGPTL4","FN1"
"ANGPTL4","GPIHBP1"
"ANGPTL4","LPL"
"ANGPTL4","MED18"
"ANGPTL4","TEK"
"ANGPTL4","TIE1"
"ANGPTL4","VEGFA"
"ANK2","DMD"
"ANK2","PPP2R4"
"ANK2","RYR2"
"ANK2","SCN1B"
"ANK2","SCN3B"
"ANK2","SCN4A"
"ANK2","SCN5A"
"ANK2","SPTB"
"ANK2","SPTBN2"
"ANK3","ANK2"
"ANK3","DAG1"
"ANK3","DMD"
"ANK3","KCNQ2"
"ANK3","MAGED1"
"ANK3","SCN11A"
"ANK3","SCN3A"
"ANK3","SCN3B"
"ANK3","SCN4A"
"ANK3","SCN4B"
"ANK3","SCN5A"
"ANK3","SCN7A"
"ANK3","SCN9A"
"ANK3","SPHKAP"
"ANK3","SPTA1"
"ANK3","SPTB"
"ANK3","SPTBN1"
"ANK3","SPTBN2"
"ANKDD1A","SAMD10"
"ANKDD1A","TAGAP"
"ANKK1","DRD2"
"ANKRD1","CYR61"
"ANKRD1","TTN"
"ANKRD2","TCAP"
"ANKRD23","MYPN"
"ANKRD23","TTN"
"ANKS6","NPHP3"
"ANKS6","PENK"
"ANLN","ARHGAP11A"
"ANLN","ASPM"
"ANLN","AURKB"
"ANLN","BIRC5"
"ANLN","BUB1"
"ANLN","BUB1B"
"ANLN","CCNA2"
"ANLN","CCNB2"
"ANLN","CD2AP"
"ANLN","CDC20"
"ANLN","CDC25C"
"ANLN","CDC45"
"ANLN","CDCA2"
"ANLN","CDCA5"
"ANLN","CDCA8"
"ANLN","CDK1"
"ANLN","CDKN3"
"ANLN","CENPA"
"ANLN","CENPF"
"ANLN","CENPK"
"ANLN","CENPU"
"ANLN","CEP55"
"ANLN","CIT"
"ANLN","CKAP2L"
"ANLN","DEPDC1"
"ANLN","DIAPH3"
"ANLN","DTL"
"ANLN","ECT2"
"ANLN","EXO1"
"ANLN","FAM83D"
"ANLN","FMN1"
"ANLN","HJURP"
"ANLN","HMMR"
"ANLN","INCENP"
"ANLN","KIF14"
"ANLN","KIF15"
"ANLN","KIF20A"
"ANLN","KIF2C"
"ANLN","KIF4A"
"ANLN","KPNA2"
"ANLN","MAD2L1"
"ANLN","MELK"
"ANLN","MKI67"
"ANLN","MYL9"
"ANLN","NEK2"
"ANLN","NUF2"
"ANLN","NUSAP1"
"ANLN","PBK"
"ANLN","PLK1"
"ANLN","PLK4"
"ANLN","PRC1"
"ANLN","PTTG1"
"ANLN","RACGAP1"
"ANLN","RRM2"
"ANLN","SHCBP1"
"ANLN","SMC2"
"ANLN","SPAG5"
"ANLN","TOP2A"
"ANLN","TPX2"
"ANLN","TTK"
"ANLN","TYMS"
"ANLN","UBE2C"
"ANLN","ZWILCH"
"ANLN","ZWINT"
"ANO2","BEST1"
"ANO3","GNAL"
"ANP32A","ANP32E"
"ANP32E","RUVBL2"
"ANPEP","ACE2"
