"cause","effect"
"ADCY3","PROK1"
"ADCY3","PROK2"
"ADCY3","RAPGEF3"
"ADCY3","SLC12A2"
"ADCY4","ADCY5"
"ADCY4","ENTPD2"
"ADCY4","GNAI3"
"ADCY4","GNB1"
"ADCY4","PDE1C"
"ADCY4","PDE2A"
"ADCY4","PDE4A"
"ADCY4","PDE4C"
"ADCY4","PDE6C"
"ADCY4","RAPGEF3"
"ADCY5","GIPR"
"ADCYAP1","ADCYAP1R1"
"ADCYAP1","GIPR"
"ADH1A","ADH1B"
"ADH1A","ADHFE1"
"ADH1A","ALDH1A2"
"ADH1A","ALDH1B1"
"ADH1A","ALDH3A1"
"ADH1A","ALDH9A1"
"ADH1A","AOX1"
"ADH1A","CYP27C1"
"ADH1A","CYP2E1"
"ADH1A","GSTM2"
"ADH1A","GSTM4"
"ADH1A","GSTM5"
"ADH1A","GSTP1"
"ADH1B","ALDH1B1"
"ADH1B","ALDH3A1"
"ADH1B","AOX1"
"ADH1B","CYP27C1"
"ADH1B","CYP2E1"
"ADH1B","CYP2U1"
"ADH1B","GSTA2"
"ADH1B","GSTM4"
"ADH1B","GSTP1"
"ADH1B","LRAT"
"ADH4","ALDH1A3"
"ADH4","ALDH3A1"
"ADH4","ALDH9A1"
"ADH4","AOX1"
"ADH4","CYP27C1"
"ADH4","CYP2E1"
"ADH4","GSTA2"
"ADH4","GSTM1"
"ADH4","GSTM4"
"ADH4","GSTP1"
"ADH4","PNPLA4"
"ADH6","ALDH3A1"
"ADH6","CYP2E1"
"ADH6","GSTA2"
"ADH6","GSTP1"
"ADH6","SULT1A2"
"ADHFE1","ALDH6A1"
"ADHFE1","GSTP1"
"ADHFE1","UPP2"
"ADI1","PGM3"
"ADIPOR1","GNB2L1"
"ADK","ADA"
"ADK","ADORA1"
"ADK","ADORA2A"
"ADK","ADSSL1"
"ADK","AK4"
"ADK","AK5"
"ADK","APRT"
"ADK","MDH2"
"ADK","NPEPL1"
"ADK","PDE2A"
"ADK","PDE4A"
"ADK","PDE7B"
"ADM2","GNB1"
"ADM2","POMC"
"ADORA1","ADA"
"ADORA1","BDKRB2"
"ADORA1","GNAI3"
"ADORA1","GNB1"
"ADORA1","NPY"
"ADORA2A","ADA"
"ADORA2A","ADORA1"
"ADORA2A","CNR1"
"ADORA2A","DRD2"
"ADORA2A","VIP"
"ADRA1B","ADRA1D"
"ADRA1B","GNB1"
"ADRA1B","INPP1"
"ADRA1B","P2RY2"
"ADRA1B","PRRT2"
"ADRA1B","TBXA2R"
"ADRA1D","TBXA2R"
"ADRA2C","SFTPB"
"ADRB1","ADCY5"
"ADRB1","DLG4"
"ADRB1","GNAI3"
"ADRB2","ADRB1"
"ADRB2","ADRB3"
"ADRB2","BSG"
"ADRB2","CHRM1"
"ADRB2","CLTC"
"ADRB2","EZR"
"ADRB2","GNAI1"
"ADRB2","GNAI3"
"ADRB2","GNB1"
"ADRB2","GRIA1"
"ADRB2","NPY"
"ADRB2","PRKACB"
"ADRB2","SUCLG2"
"ADRB2","UBQLN2"
"ADRB3","ADRB1"
"ADRB3","GNAI3"
"ADSSL1","ADHFE1"
"ADSSL1","ASRGL1"
"ADSSL1","IL4I1"
"ADSSL1","LMOD3"
"ADSSL1","NPEPL1"
"ADSSL1","PHGDH"
"AFAP1L1","ASTN1"
"AFAP1L2","SH3PXD2A"
"AFP","ENO2"
"AFP","SERPINA1"
"AFTPH","AP1G2"
"AFTPH","AP1M2"
"AFTPH","AP1S1"
"AFTPH","BAIAP2L2"
"AFTPH","CLTC"
"AFTPH","NCALD"
"AGA","GGCT"
"AGER","LTB4R"
"AGPAT4","DGKH"
"AGPAT4","FITM2"
"AGPAT4","GPAT2"
"AGPAT4","LPIN1"
"AGPAT4","LPIN3"
"AGPAT4","LPPR3"
"AGPAT4","MBOAT1"
"AGPAT5","AGPAT4"
"AGPAT5","CDS1"
"AGPAT5","DGKH"
"AGPAT5","GPD2"
"AGPAT5","LCLAT1"
"AGPAT5","LPIN1"
"AGPAT5","LPPR3"
"AGPAT5","MBOAT1"
"AGPAT5","MBOAT2"
"AGPAT5","PPAPDC1A"
"AGR2","DAG1"
"AGR2","TFF3"
"AGR3","AGR2"
"AGR3","BZW2"
"AGR3","DAG1"
"AGTRAP","CAMK2B"
"AGTRAP","GNB2L1"
"AGXT","SHMT2"
"AHCY","ADK"
"AHCY","ADSSL1"
"AHCY","CTH"
"AHCY","EEF2"
"AHCY","GNMT"
"AHCY","SDS"
"AHCY","SDSL"
"AHCY","SHMT2"
"AHRR","FLYWCH1"
"AHSA2","SIL1"
"AIFM1","CYCS"
"AIFM1","PARG"
"AIFM1","PPIA"
"AIFM1","XIAP"
"AIMP2","EPRS"
"AIMP2","HSPA4"
"AIMP2","LARS2"
"AIMP2","MARS2"
"AK5","APRT"
"AK5","CPNE6"
"AK5","NME2"
"AK5","RRM2"
"AKAP12","NNMT"
"AKAP17A","PGLYRP2"
"AKR1A1","ADM2"
"AKR1A1","ALDH1B1"
"AKR1A1","ALDH7A1"
"AKR1B10","ALDH1B1"
"AKR1B10","CYP2E1"
"AKR1B10","DHFRL1"
"AKR1B10","TH"
"AKR1C1","CYP21A2"
"AKR1C1","CYP2E1"
"AKR1C1","SRD5A2"
"AKR1C2","AKR1C1"
"AKR1C2","SRD5A2"
"ALAS2","CA1"
"ALAS2","FECH"
"ALAS2","GNMT"
"ALAS2","HBB"
"ALAS2","HBG2"
"ALAS2","SHMT2"
"ALB","ACHE"
"ALB","AGER"
"ALB","BDNF"
"ALB","C4A"
"ALB","C4B"
"ALB","CD19"
"ALB","CYP3A4"
"ALB","ELANE"
"ALB","F2"
"ALB","GPT"
"ALB","HAO1"
"ALB","KRT18"
"ALB","ORM2"
"ALB","POMC"
"ALB","RBFOX3"
"ALB","SERPINA1"
"ALB","SERPINC1"
"ALB","SLCO1A2"
"ALCAM","CD9"
"ALCAM","L1CAM"
"ALCAM","SLC35B2"
"ALDH18A1","AASS"
"ALDH18A1","ALDH1B1"
"ALDH18A1","ALDH4A1"
"ALDH18A1","ALDH6A1"
"ALDH18A1","ALDH7A1"
"ALDH18A1","PSAT1"
"ALDH18A1","PSPH"
"ALDH18A1","PYCR1"
"ALDH18A1","SDSL"
"ALDH1A2","ADH1B"
"ALDH1A2","ADH4"
"ALDH1A2","ADH6"
"ALDH1A2","AOX1"
"ALDH1A2","CYP26C1"
"ALDH1A2","CYP3A7"
"ALDH1A2","CYP4A11"
"ALDH1A2","RDH5"
"ALDH1A3","ADH6"
"ALDH1A3","ALDH18A1"
"ALDH1A3","CYP2C8"
"ALDH1A3","CYP3A7"
"ALDH1A3","RDH11"
"ALDH1A3","RDH12"
"ALDH1B1","ABAT"
"ALDH1B1","ACSS3"
"ALDH1B1","ALDH6A1"
"ALDH1B1","AOC1"
"ALDH1L2","AMT"
"ALDH1L2","DHFRL1"
"ALDH1L2","SHMT2"
"ALDH3A1","CYP2E1"
"ALDH3A1","GSTA2"
"ALDH3B2","ABAT"
"ALDH3B2","AKR1A1"
"ALDH3B2","ALDH18A1"
"ALDH3B2","ALDH3A1"
"ALDH3B2","CNDP2"
"ALDH3B2","GSTM4"
"ALDH3B2","GSTP1"
"ALDH3B2","MAOA"
"ALDH4A1","ALDH1B1"
"ALDH4A1","ALDH7A1"
"ALDH4A1","EARS2"
"ALDH4A1","GGT1"
"ALDH4A1","PRODH"
"ALDH4A1","PYCR1"
"ALDH5A1","ABAT"
"ALDH5A1","ALDH18A1"
"ALDH5A1","IDH1"
"ALDH5A1","MDH2"
"ALDH5A1","OGDHL"
"ALDH6A1","ACACA"
"ALDH7A1","ACSS3"
"ALDH7A1","ALDH6A1"
"ALDH7A1","AOC1"
"ALDH7A1","RAPGEF3"
"ALDH8A1","ADHFE1"
"ALDH8A1","AGXT"
"ALDH8A1","PDE7B"
"ALDH9A1","ABAT"
"ALDH9A1","ACSS3"
"ALDH9A1","AKR1A1"
"ALDH9A1","AKR1B10"
"ALDH9A1","ALDH18A1"
"ALDH9A1","ALDH4A1"
"ALDH9A1","ALDH6A1"
"ALDH9A1","AOC1"
"ALDH9A1","DBT"
"ALDOB","ENO2"
"ALG1","ALG11"
"ALG1","ALG14"
"ALG1","ALG2"
"ALG1","ALG8"
"ALG1","DOLK"
"ALG1","DPM3"
"ALG1","GMDS"
"ALG10","ALG11"
"ALG10","ALG8"
"ALG10","DDOST"
"ALG10","RPN1"
"ALG10","STT3A"
"ALG10","STT3B"
"ALG10","TUSC3"
"ALG11","CWC25"
"ALG14","ALG11"
"ALG14","ALG2"
"ALG2","ALG11"
"ALG5","ALG1"
"ALG5","ALG10"
"ALG5","ALG11"
"ALG5","ALG14"
"ALG5","ALG8"
"ALG5","DDOST"
"ALG5","DOLK"
"ALG5","DOLPP1"
"ALG5","DPM3"
"ALG5","OSTC"
"ALG5","RPN1"
"ALG8","ALG11"
"ALG8","DDOST"
"ALG8","GANAB"
"ALG8","STT3A"
"ALOX12","CYP2C8"
"ALOX12","CYP2E1"
"ALOX12","CYP4A11"
"ALOX12","JMJD7-PLA2G4B"
"ALOX12","PLA2G4B"
"ALOX12","PLA2G6"
"ALS2CL","EXOC3L4"
"ALS2CL","NAALAD2"
"ALYREF","ERH"
"ALYREF","SNRNP70"
"ALYREF","SRSF5"
"AMACR","HSD17B4"
"AMACR","IDH1"
"AMACR","NUDT19"
"AMACR","OR51E1"
"AMACR","OR51E2"
"AMH","CYP11A1"
"AMH","CYP17A1"
"AMH","CYP19A1"
"AMH","GNRH1"
"AMH","INHA"
"AMH","INSL3"
"AMMECR1","COL4A5"
"AMMECR1","TMEM164"
"AMN","CUBN"
"AMPH","CDC42"
"AMPH","CLTC"
"AMPH","DNM1"
"AMPH","GAS7"
"AMPH","LGI1"
"AMPH","SGIP1"
"AMT","ALDH4A1"
"AMT","DHFR"
"AMT","DHFRL1"
"AMT","FTCD"
"AMT","GCAT"
"AMT","GLUD1"
"AMT","OCA2"
"AMY2B","MGAM"
"ANAPC4","COMMD3-BMI1"
"ANAPC4","PHC1"
"ANGPT4","NTRK1"
"ANGPTL4","C19orf80"
"ANGPTL4","GPIHBP1"
"ANGPTL4","VEGFA"
"ANK2","ITPR2"
"ANK2","L1CAM"
"ANK2","OBSCN"
"ANK2","SCN4A"
"ANK2","SCN5A"
"ANK2","SPTBN2"
"ANK3","DAG1"
"ANK3","ITPR2"
"ANK3","MAGED1"
"ANK3","NAV1"
"ANK3","SCN9A"
"ANK3","SPTBN2"
"ANKFN1","RIMS3"
"ANKK1","DRD2"
"ANKK1","PDZD7"
"ANKRD1","TTN"
"ANKRD2","TCAP"
"ANKRD2","TTN"
"ANKRD23","MYPN"
"ANKRD23","TTN"
"ANKZF1","VCP"
"ANLN","ASPM"
"ANLN","AURKB"
"ANLN","BIRC5"
"ANLN","BUB1"
"ANLN","BUB1B"
"ANLN","CCNB2"
"ANLN","CD2AP"
"ANLN","CDC20"
"ANLN","CDC25C"
"ANLN","CDC45"
"ANLN","CDCA2"
"ANLN","CDCA5"
"ANLN","CDCA8"
"ANLN","CDK1"
"ANLN","CDKN3"
"ANLN","CENPA"
"ANLN","CENPF"
"ANLN","CENPU"
"ANLN","CEP55"
"ANLN","CKAP2L"
"ANLN","DEPDC1"
"ANLN","DIAPH3"
"ANLN","DTL"
"ANLN","ECT2"
"ANLN","EXO1"
"ANLN","HJURP"
"ANLN","HMMR"
"ANLN","KIF14"
"ANLN","KIF15"
"ANLN","KIF20A"
"ANLN","KIF4A"
"ANLN","KPNA2"
"ANLN","MAD2L1"
"ANLN","MELK"
"ANLN","MKI67"
"ANLN","MYL9"
"ANLN","NEK2"
"ANLN","NUF2"
"ANLN","NUSAP1"
"ANLN","PBK"
"ANLN","PRC1"
"ANLN","PTTG1"
"ANLN","RACGAP1"
"ANLN","RRM2"
"ANLN","SMC2"
"ANLN","TOP2A"
"ANLN","TPX2"
"ANLN","TTK"
"ANLN","UBE2C"
"ANLN","ZWILCH"
"ANLN","ZWINT"
"ANO2","BEST1"
"ANO2","BEST4"
"ANO2","DLG4"
"AOC2","ALDH3B2"
"AOX1","ACSS3"
"AOX1","ADH6"
"AOX1","CYP3A7"
"AOX1","GPHN"
"AOX1","NNMT"
"AOX1","PCCA"
"AOX1","PCCB"
"AP1G2","AP1S1"
"AP1G2","IGF2R"
"AP1M2","AP1G2"
"AP1M2","AP1S1"
"AP1M2","AP1S3"
"AP1M2","ARF1"
"AP1M2","CLTC"
"AP1M2","HSPA8"
"AP1M2","IGF2R"
"AP1S1","ARF1"
"AP1S1","CLTC"
"AP1S1","HSPA8"
"AP1S1","REPS2"
"AP1S3","ARF1"
"AP1S3","CLTC"
"AP1S3","HSPA8"
"APEH","ACY1"
"APEH","GLB1"
"APEH","PREP"
"APH1A","NGF"
"APH1A","NOTCH4"
"APH1A","PSENEN"
"APLN","APELA"
"APLN","APLNR"
"APLP2","APP"
"APLP2","NCSTN"
"APLP2","PSEN1"
"APOA1","ABCA7"
"APOA1","ABCG1"
"APOA1","ALB"
"APOA1","AMN"
"APOA1","APOA1BP"
"APOA1","APOF"
"APOA1","BMP1"
"APOA1","CRP"
"APOA1","CUBN"
"APOA1","F2"
"APOA1","GPIHBP1"
"APOA1","HBB"
"APOA1","HP"
"APOA1","HPR"
"APOA1","HPX"
"APOA1","HSD17B4"
"APOA1","LCAT"
"APOA1","LRP12"
"APOA1","NOS3"
"APOA1","NRIP1"
"APOA1","PPARGC1A"
"APOA1","RBP4"
"APOA1","SAA4"
"APOA1","SERPINA1"
"APOA1","SERPINC1"
"APOA1","TF"
"APOA1","TTR"
"APOA1BP","DDX6"
"APOB","AFP"
"APOB","APOA1"
"APOB","APOC1"
"APOB","APOD"
"APOB","APOE"
"APOB","APP"
"APOB","CANX"
"APOB","CIDEB"
"APOB","F2"
"APOB","GPIHBP1"
"APOB","HMGCR"
"APOB","HP"
"APOB","HPR"
"APOB","ITIH3"
"APOB","LCAT"
"APOB","LIPA"
"APOB","LRP12"
"APOB","NPC1L1"
"APOB","PCYOX1"
"APOB","PLA2G1B"
"APOB","SAA4"
"APOB","SERPINC1"
"APOBEC3B","CDA"
"APOBEC3B","KPNA2"
"APOBEC3D","CDA"
"APOBEC3D","COX5A"
"APOC1","APOC2"
"APOD","LCN12"
"APOE","ABCA7"
"APOE","ABCG1"
"APOE","ACHE"
"APOE","ALB"
"APOE","APOC1"
"APOE","APOC2"
"APOE","CFH"
"APOE","DBI"
"APOE","GPIHBP1"
"APOE","LSR"
"APOE","MAP2"
"APOE","MMP3"
"APOE","NOS3"
"APOE","PCYOX1"
"APOE","RELN"
"APOE","SORL1"
"APOE","TMCC2"
"APOE","TMEM106B"
"APOE","TREM2"
"APOE","UBIAD1"
"APOF","APOC1"
"APOF","PCYOX1"
"APOO","APOC2"
"APP","ACHE"
"APP","AGER"
"APP","ALB"
"APP","APH1A"
"APP","APOC1"
"APP","BDNF"
"APP","CALR"
"APP","CDK5"
"APP","CLSTN1"
"APP","CNTN2"
"APP","CRYAB"
"APP","DBI"
"APP","DLG4"
"APP","FBLN1"
"APP","FYN"
"APP","GFAP"
"APP","GRIN2B"
"APP","GSK3B"
"APP","HP"
"APP","HPR"
"APP","HSP90AA1"
"APP","HSPA4"
"APP","HSPA5"
"APP","HSPA8"
"APP","LRRK2"
