"cause","effect"
"ADAMTSL5","SPON2"
"ADAMTSL5","THSD7A"
"ADAMTSL5","TMEM184B"
"ADAR","GBP2"
"ADAR","HLA-A"
"ADAR","HLA-B"
"ADAR","HLA-C"
"ADAR","HLA-E"
"ADAR","IFI27"
"ADAR","IFI35"
"ADAR","IFIT1"
"ADAR","IFIT2"
"ADAR","IFIT3"
"ADAR","IFIT5"
"ADAR","IFITM1"
"ADAR","IFITM2"
"ADAR","IFITM3"
"ADAR","ISG15"
"ADAR","MX1"
"ADAR","OAS1"
"ADAR","PSMB8"
"ADAR","RSAD2"
"ADARB2","AMPD1"
"ADAT1","DNAH8"
"ADAT2","ADAD2"
"ADAT2","ADAT1"
"ADAT2","ADAT3"
"ADAT2","RPSA"
"ADAT2","TRMT112"
"ADCK3","PDSS1"
"ADCY1","ADCY2"
"ADCY1","ADCY7"
"ADCY1","ADORA2B"
"ADCY1","CAMK2A"
"ADCY1","CAMK2D"
"ADCY1","CAP1"
"ADCY1","EDN1"
"ADCY1","EDNRA"
"ADCY1","GCG"
"ADCY1","GNAI1"
"ADCY1","GNAI2"
"ADCY1","GNAZ"
"ADCY1","GNB1"
"ADCY1","GNG2"
"ADCY1","PDE1A"
"ADCY1","PDE4B"
"ADCY1","PDE4C"
"ADCY1","PDE4D"
"ADCY1","PRKACB"
"ADCY2","ADCY7"
"ADCY2","CAMK2A"
"ADCY2","EDN1"
"ADCY2","ENTPD2"
"ADCY2","GNAI1"
"ADCY2","GNAZ"
"ADCY2","GNB1"
"ADCY2","PDE1A"
"ADCY2","PDE4D"
"ADCY2","PRKACB"
"ADCY6","ADCY2"
"ADCY6","ADCY7"
"ADCY6","ADRB1"
"ADCY6","AKAP5"
"ADCY6","EDN1"
"ADCY6","EDNRA"
"ADCY6","ENTPD2"
"ADCY6","GNAI1"
"ADCY6","GNAI2"
"ADCY6","GNAZ"
"ADCY6","GNG12"
"ADCY6","PDE1A"
"ADCY6","PDE4B"
"ADCY6","PDE4C"
"ADCY6","PDE4D"
"ADCY6","PRKACB"
"ADCY6","PRKAR1B"
"ADCY6","PRKCD"
"ADCY7","GNB1"
"ADCY7","PDE1A"
"ADCY7","PRKAR1B"
"ADCY7","PRKCD"
"ADD2","ANKRD29"
"ADD2","MTPN"
"ADH1B","ADHFE1"
"ADH1B","ALDH3B1"
"ADH1B","AOX1"
"ADH1B","GSTA2"
"ADH1B","GSTA4"
"ADH1B","GSTP1"
"ADH1B","SULT1A1"
"ADH1B","SULT1A2"
"ADH1B","UGT2B11"
"ADH4","ALDH1B1"
"ADH4","AOX1"
"ADH4","CYP2E1"
"ADH4","GSTA4"
"ADH4","UGT1A8"
"ADH4","UGT2B11"
"ADH6","ADHFE1"
"ADH6","ALDH3A1"
"ADH6","GSTA2"
"ADH6","MGST2"
"ADH6","SULT1A1"
"ADH6","SULT1A2"
"ADH6","UGT2B11"
"ADHFE1","LDHA"
"ADIPOQ","RARRES2"
"ADIPOQ","TNF"
"ADM","GNB1"
"ADO","GAD2"
"ADORA2A","ENTPD1"
"ADORA2B","ADCY6"
"ADORA2B","ADORA2A"
"ADORA2B","CECR1"
"ADORA2B","SFTPC"
"ADORA2B","SLC9A3R2"
"ADORA3","ARRB2"
"ADORA3","CECR1"
"ADORA3","ENTPD1"
"ADRB1","ARRB2"
"ADRB3","ADRB1"
"ADSS","AMPD3"
"ADSS","ASS1"
"ADSS","ENTPD1"
"ADSS","PGM2"
"AFAP1","TMCO1"
"AGMAT","AOC1"
"AGMAT","SRM"
"AGMO","FDFT1"
"AGR2","TFF3"
"AGR3","AGR2"
"AGRN","CDC42"
"AGRN","CSPG5"
"AGRN","ITGB1"
"AGRN","LAMB3"
"AGRN","SDC1"
"AGRP","POMC"
"AGT","AGTR1"
"AGT","AGTR2"
"AGT","ATP6AP2"
"AGT","CPB1"
"AGT","CXCL12"
"AGT","EDN1"
"AGT","FGR"
"AGT","FPR1"
"AGT","GNB1"
"AGT","GRB2"
"AGT","HCK"
"AGT","LPAR4"
"AGT","PRKACB"
"AGTR1","APLNR"
"AGTR2","AGTR1"
"AGTR2","CCL4"
"AGTR2","CCR3"
"AGTR2","CXCL12"
"AGTR2","CXCR4"
"AGTR2","FPR1"
"AGTR2","GRB2"
"AHI1","CC2D2A"
"AHI1","RPGRIP1L"
"AHNAK","DYSF"
"AHNAK2","AHNAK"
"AHNAK2","S100A10"
"AHR","CTNNB1"
"AHR","CYP1B1"
"AHR","IDO1"
"AHR","MAF"
"AHR","NFE2L2"
"AHR","NR1I2"
"AHR","NR1I3"
"AHR","RB1"
"AHR","STAT1"
"AHR","TCHP"
"AHSG","RGMA"
"AICDA","CD40LG"
"AICDA","CTNNBL1"
"AICDA","FEN1"
"AICDA","GADD45A"
"AIF1","CYBB"
"AIF1","GFAP"
"AIF1","IL6"
"AIF1","ITGAM"
"AIF1","LCP1"
"AIF1","MRC1"
"AIF1","PTPRC"
"AIF1","TNF"
"AIM2","CARD16"
"AIM2","CASP1"
"AIM2","NAIP"
"AIM2","NLRC4"
"AIM2","NLRP1"
"AIM2","NLRP7"
"AIRE","H3F3C"
"AIRE","HIST1H3D"
"AIRE","NUDT10"
"AK4","AMPD3"
"AK5","AMPD3"
"AK5","NME2"
"AK5","NME7"
"AK5","RRM2"
"AK7","AK8"
"AK7","DCK"
"AK7","ENTPD2"
"AK7","NME7"
"AK7","PKM"
"AK7","TPK1"
"AK8","AMPD3"
"AK8","ENTPD2"
"AK8","FAM69B"
"AK8","NME7"
"AK8","RRM2"
"AK8","TPK1"
"AKAP12","FHL2"
"AKAP12","NNMT"
"AKAP3","CABYR"
"AKAP3","ROPN1L"
"AKAP3","SPA17"
"AKAP5","AKAP12"
"AKAP5","AKAP7"
"AKAP5","CAMK2A"
"AKAP5","GRIA1"
"AKAP5","PPP3CA"
"AKAP5","PRKAR1B"
"AKAP5","ROBO2"
"AKAP5","TRPV1"
"AKAP5","TRPV4"
"AKAP7","SPA17"
"AKIRIN2","YWHAB"
"AKR1B10","AKR1C3"
"AKR1B15","ENO2"
"AKR1C4","AKR1C3"
"AKR1C4","UGT2B11"
"ALAS1","HELZ2"
"ALB","ACTB"
"ALB","AGT"
"ALB","AHSG"
"ALB","APOA2"
"ALB","C4A"
"ALB","C4B"
"ALB","CAV1"
"ALB","CD19"
"ALB","CYCS"
"ALB","CYP3A4"
"ALB","FN1"
"ALB","GCG"
"ALB","GFAP"
"ALB","GLP1R"
"ALB","GPT"
"ALB","HAO1"
"ALB","IGF2"
"ALB","INS"
"ALB","ITIH2"
"ALB","LPA"
"ALB","MMP9"
"ALB","NPHS1"
"ALB","POMC"
"ALB","PTGS2"
"ALB","SERPINA1"
"ALB","SERPINA7"
"ALB","SPP1"
"ALB","TF"
"ALB","UMOD"
"ALDH1B1","MAOB"
"ALDH1L1","AMT"
"ALDH1L2","ADAR"
"ALDH1L2","MTHFD1L"
"ALDH2","ABAT"
"ALDH2","ACSS1"
"ALDH2","ADH1B"
"ALDH2","ADH4"
"ALDH2","ADH6"
"ALDH2","AKR1B10"
"ALDH2","ALDH1B1"
"ALDH2","AOC1"
"ALDH2","CNDP1"
"ALDH2","COMT"
"ALDH2","GATM"
"ALDH2","MAOB"
"ALDH2","TALDO1"
"ALDH3A1","ALDH3B1"
"ALDH3A1","MGST2"
"ALDH3B2","ADH1B"
"ALDH3B2","ALDH3B1"
"ALDH3B2","COMT"
"ALDH3B2","CYP2E1"
"ALDH3B2","GAD1"
"ALDH3B2","GSTP1"
"ALDH8A1","ADHFE1"
"ALDOA","ENO2"
"ALDOA","FBP1"
"ALDOA","GPI"
"ALDOA","HK1"
"ALDOA","LDHA"
"ALDOA","LDHB"
"ALDOA","RHOA"
"ALDOA","SLC2A1"
"ALDOB","ENO2"
"ALDOB","FBP1"
"ALDOB","FBP2"
"ALDOB","G6PC2"
"ALDOC","ALDOA"
"ALDOC","ALDOB"
"ALDOC","BPGM"
"ALDOC","ENO2"
"ALDOC","G6PD"
"ALDOC","GAPDH"
"ALDOC","GPI"
"ALDOC","HK1"
"ALDOC","HK2"
"ALDOC","HKDC1"
"ALDOC","LDHA"
"ALDOC","PFKM"
"ALDOC","PFKP"
"ALDOC","PGAM1"
"ALDOC","PGK1"
"ALDOC","PGM2"
"ALDOC","PKM"
"ALDOC","RHOA"
"ALDOC","RHOC"
"ALDOC","TALDO1"
"ALDOC","TPI1"
"ALG12","ALG9"
"ALG12","RABL2A"
"ALG12","RABL2B"
"ALK","CLTC"
"ALK","FAM150B"
"ALK","GRB2"
"ALK","JAK3"
"ALK","PLCG2"
"ALOX12","ALOX12B"
"ALOX12","ALOX15B"
"ALOX12","ALOX5"
"ALOX12","CYP2C19"
"ALOX12","CYP2C8"
"ALOX12","CYP2C9"
"ALOX12","CYP2E1"
"ALOX12","JMJD7-PLA2G4B"
"ALOX12","PLA2G2D"
