"Name","K","Kin","Kout","TypeI","TypeII"
"PAICS",11,8,3,0,1
"BRCA2",65,47,18,0,1
"CASP8",51,24,27,0,1
"DNA2",53,26,27,0,1
"EIF4EBP1",12,9,3,0,1
"HIST2H2AC",74,23,51,0,1
"RAD52",42,21,21,0,1
"QKI",10,5,5,0,1
"ATP6V1B1",15,1,14,0,1
"PARK7",39,35,4,0,1
"PLA2G6",11,5,6,0,1
"PRKG1",32,24,8,0,1
"PLN",11,6,5,0,1
"ATP2B4",7,3,4,0,1
"ATP5EP2",26,17,9,0,1
"ATP5I",69,28,41,0,1
"ATP5J",60,46,14,0,1
"C14orf2",23,19,4,0,1
"EEF1G",54,22,32,0,1
"P4HB",33,16,17,0,1
"PPA2",18,11,7,0,1
"SLC25A5",11,7,4,0,1
"VDAC3",24,22,2,0,1
"POLR2L",40,21,19,0,1
"TSPO",6,4,2,0,1
"ATP6V0E2",12,10,2,0,1
"KIAA2013",5,4,1,0,1
"SEC13",62,44,18,0,1
"ATP6V1G2",9,5,4,0,1
"LAMTOR2",7,4,3,0,1
"SLC26A4",3,2,1,0,1
"NDC1",35,20,15,0,1
"AXIN2",9,6,3,0,1
"SOCS1",18,9,9,0,1
"B3GALT2",6,4,2,0,1
"B4GALT1",16,10,6,0,1
"MUCL1",14,4,10,0,1
"B4GALNT1",8,3,5,0,1
"B4GALT2",15,5,10,0,1
"MAF",5,2,3,0,1
"BAK1",16,11,5,0,1
"PPP2R1A",31,15,16,0,1
"SNRPD2",70,36,34,0,1
"BCL6",15,8,7,0,1
"NTRK3",16,9,7,0,1
"PMAIP1",11,8,3,0,1
"BBS1",12,7,5,0,1
"LEPR",12,7,5,0,1
"MAGOH",34,20,14,0,1
"SNRPE",88,73,15,0,1
"BCCIP",43,24,19,0,1
"NOL10",49,34,15,0,1
"GATA3",8,5,3,0,1
"NR2F2",8,7,1,0,1
"CFLAR",12,6,6,0,1
"FASLG",18,16,2,0,1
"BCL9L",8,3,5,0,1
"BDH1",3,2,1,0,1
"BEGAIN",4,3,1,0,1
"BEND6",2,1,1,0,1
"HSPA5",64,30,34,0,1
"NUP93",42,18,24,0,1
"VAV3",15,7,8,0,1
"COL7A1",9,5,4,0,1
"GREM1",8,7,1,0,1
"WNT9B",13,8,5,0,1
"GLRX5",10,3,7,0,1
"CNTROB",3,1,2,0,1
"MAPT",32,15,17,0,1
"XAF1",27,12,15,0,1
"BTF3L4",10,4,6,0,1
"PDCD1",28,14,14,0,1
"MAD1L1",10,9,1,0,1
"BYSL",71,5,66,0,1
"IMP3",83,33,50,0,1
"PUS1",15,14,1,0,1
"RPS21",64,28,36,0,1
"RRS1",61,23,38,0,1
"TRMT11",23,13,10,0,1
"WDR3",46,19,27,0,1
"PSMG1",23,15,8,0,1
"PHF19",5,4,1,0,1
"C1GALT1C1",20,7,13,0,1
"ITGB2",45,38,7,0,1
"C1QB",20,10,10,0,1
"CTSS",22,8,14,0,1
"C4BPA",3,2,1,0,1
"C6orf203",2,1,1,0,1
"CDH2",27,10,17,0,1
"CACNA1G",16,9,7,0,1
"CACNA1C",46,9,37,0,1
"CAV1",59,31,28,0,1
"KCNMA1",14,4,10,0,1
"PRNP",26,18,8,0,1
"CAMK2B",24,17,7,0,1
"GRIP1",21,15,6,0,1
"DCX",10,4,6,0,1
"TNFSF11",12,7,5,0,1
"CALD1",18,7,11,0,1
"PHKA2",4,2,2,0,1
"CAMK2G",28,8,20,0,1
"CAMP",5,2,3,0,1
"EVPL",11,4,7,0,1
"DSP",14,10,4,0,1
"LIMK1",20,10,10,0,1
"MAP3K1",25,19,6,0,1
"OCLN",28,12,16,0,1
"ROCK1",28,20,8,0,1
"TRAF1",19,10,9,0,1
"EIF4A1",33,8,25,0,1
"COL4A6",14,11,3,0,1
"MYOZ2",12,3,9,0,1
"CDH5",29,16,13,0,1
"CNR1",10,7,3,0,1
"DPP4",11,7,4,0,1
"FLNA",39,23,16,0,1
"TGFBR2",20,14,6,0,1
"LDB2",5,2,3,0,1
"CFAP43",9,5,4,0,1
"CFAP69",7,3,4,0,1
"CXCL9",38,22,16,0,1
"CXCR3",31,21,10,0,1
"CD40",44,27,17,0,1
"CXCL8",47,20,27,0,1
"CXCR4",32,25,7,0,1
"IL1B",77,23,54,0,1
"TERT",35,11,24,0,1
"WRAP53",23,14,9,0,1
"CCNO",12,3,9,0,1
"NOP10",38,20,18,0,1
"CD86",53,24,29,0,1
"CTLA4",49,17,32,0,1
"PFDN2",20,17,3,0,1
"TUBA1C",24,12,12,0,1
"TUBB4B",17,12,5,0,1
"CD14",12,4,8,0,1
"IRAK1",27,17,10,0,1
"CD3D",28,8,20,0,1
"CD1E",11,7,4,0,1
"CD27",24,9,15,0,1
"TNFRSF4",20,17,3,0,1
"HLA-DRA",39,27,12,0,1
"HLA-DRB1",37,17,20,0,1
"IL2RA",31,23,8,0,1
"ESPN",11,8,3,0,1
"PLCE1",17,10,7,0,1
"IL2RG",32,21,11,0,1
"LAT",19,13,6,0,1
"CD80",56,9,47,0,1
"GZMA",12,7,5,0,1
"HLA-DQA1",26,9,17,0,1
"ITIH4",5,3,2,0,1
"CTSD",19,5,14,0,1
"CLDN7",11,5,6,0,1
"CTNND2",9,5,4,0,1
"F11R",17,9,8,0,1
"JUP",20,16,4,0,1
"LAMC2",31,5,26,0,1
"PKP3",17,7,10,0,1
"TJP1",41,13,28,0,1
"FER",6,3,3,0,1
"GRIA2",27,4,23,0,1
"VANGL2",15,10,5,0,1
"POLR2G",30,16,14,0,1
"POLR2K",26,18,8,0,1
"CDKL5",7,3,4,0,1
"RHOB",21,5,16,0,1
"CDS1",15,4,11,0,1
"CDSN",8,7,1,0,1
"FZD6",18,10,8,0,1
"HIST1H4J",45,8,37,0,1
"HIST3H2A",34,12,22,0,1
"CENPH",30,7,23,0,1
"MAPRE2",7,4,3,0,1
"MARVELD2",10,5,5,0,1
"ROCK2",26,11,15,0,1
"SST",8,4,4,0,1
"CSPG4",16,8,8,0,1
"IGF1",46,26,20,0,1
"CISH",11,8,3,0,1
"SPSB2",4,2,2,0,1
"CKMT1B",3,1,2,0,1
"MYLPF",15,5,10,0,1
"UCHL3",6,2,4,0,1
"COX17",25,5,20,0,1
"UCK2",5,4,1,0,1
"CNKSR2",5,4,1,0,1
"COL6A1",18,11,7,0,1
"LUM",26,9,17,0,1
"FJX1",6,4,2,0,1
"SF3B5",38,21,17,0,1
"YARS2",21,6,15,0,1
"LSM11",11,5,6,0,1
"NCBP2",46,28,18,0,1
"INADL",7,3,4,0,1
"GATA1",8,3,5,0,1
"IRF6",11,7,4,0,1
"MED13L",8,3,5,0,1
"PLXND1",14,6,8,0,1
"PPARGC1A",24,9,15,0,1
"SMAD3",52,11,41,0,1
"SMARCA4",42,26,16,0,1
"SRF",22,6,16,0,1
"TCF7L2",9,4,5,0,1
"TP53",177,7,170,0,1
"WT1",10,3,7,0,1
"FES",9,3,6,0,1
"PLXNA4",12,9,3,0,1
"CSAG1",2,1,1,0,1
"CSTB",5,1,4,0,1
"LRCH1",2,1,1,0,1
"MAGI2",8,4,4,0,1
"PGAP2",5,2,3,0,1
"MAP2K3",21,11,10,0,1
"NCF1",14,4,10,0,1
"CYP2J2",7,1,6,0,1
"CYP2S1",5,2,3,0,1
"IDH2",14,6,8,0,1
"GIPC1",11,8,3,0,1
"SDC4",17,7,10,0,1
"OSTC",15,11,4,0,1
"HNRNPH1",29,14,15,0,1
"ULK1",12,5,7,0,1
"GDI2",20,11,9,0,1
"PFKM",11,4,7,0,1
"HHIP",6,4,2,0,1
"SNRPD1",67,25,42,0,1
"WIF1",11,5,6,0,1
"WNT2B",14,10,4,0,1
"NLGN1",19,14,5,0,1
"NEURL1",5,4,1,0,1
"DYNLT1",13,8,5,0,1
"TCTE3",4,2,2,0,1
"DOPEY2",2,1,1,0,1
"DPYD",7,6,1,0,1
"DPYSL2",11,5,6,0,1
"PLXNA2",11,9,2,0,1
"DRD2",7,3,4,0,1
"FLG",6,5,1,0,1
"PPL",14,6,8,0,1
"SYNE3",8,3,5,0,1
"MAPK10",28,17,11,0,1
"WDR34",7,4,3,0,1
"TCTEX1D2",7,1,6,0,1
"EZH2",54,9,45,0,1
"EDNRB",12,10,2,0,1
"TST",7,4,3,0,1
"MFAP5",8,6,2,0,1
"EPS8",10,3,7,0,1
"GAB2",17,10,7,0,1
"SNCA",28,9,19,0,1
"SOCS3",30,15,15,0,1
"RAB8A",30,9,21,0,1
"RAB8B",11,3,8,0,1
"ENAM",2,1,1,0,1
"FABP5",5,3,2,0,1
"HK2",25,7,18,0,1
"MINPP1",14,4,10,0,1
"EPM2A",6,5,1,0,1
"ICT1",69,23,46,0,1
"MTG1",13,4,9,0,1
"PDIA3",28,11,17,0,1
"SMC1B",20,11,9,0,1
"ESRRA",8,4,4,0,1
"TFAM",4,3,1,0,1
"STXBP6",3,2,1,0,1
"ZNF217",5,2,3,0,1
"FAXDC2",2,1,1,0,1
"TAGLN3",2,1,1,0,1
"NEGR1",4,3,1,0,1
"TNNI3K",4,1,3,0,1
"TNFRSF6B",2,1,1,0,1
"KY",4,3,1,0,1
"FEM1B",4,2,2,0,1
"KIT",43,12,31,0,1
"IRS2",20,11,9,0,1
"FGFR4",10,5,5,0,1
"FGF19",4,2,2,0,1
"HPGDS",17,7,10,0,1
"LCN2",12,10,2,0,1
"NRP2",20,11,9,0,1
"FLNC",14,6,8,0,1
"HNF4A",9,5,4,0,1
"NFATC1",13,11,2,0,1
"ZEB1",11,5,6,0,1
"NKX3-2",5,4,1,0,1
"FOXJ1",3,1,2,0,1
"FOXL2",5,2,3,0,1
"FREM1",6,5,1,0,1
"FRMD6",6,1,5,0,1
"FZD8",9,7,2,0,1
"HKDC1",14,9,5,0,1
"GFRA1",13,5,8,0,1
"TUBB",12,6,6,0,1
"GATA4",5,4,1,0,1
"NKX2-5",8,1,7,0,1
"GATA6",7,1,6,0,1
"NR5A2",5,3,2,0,1
"MTX1",10,6,4,0,1
"S1PR1",17,5,12,0,1
"RGS9BP",5,3,2,0,1
"LYPD1",2,1,1,0,1
"GPX4",20,7,13,0,1
"VPS72",14,6,8,0,1
"MMP16",9,6,3,0,1
"LUC7L",19,8,11,0,1
"PCSK9",4,2,2,0,1
"HMGN1",4,3,1,0,1
"SEC61G",40,26,14,0,1
"TEX11",3,2,1,0,1
"HOXA5",10,1,9,0,1
"MEIS1",11,2,9,0,1
"PPIB",17,6,11,0,1
"HSPB3",6,2,4,0,1
"HSPB8",8,1,7,0,1
"STOML2",6,4,2,0,1
"PTPN7",4,2,2,0,1
"INPP5A",13,1,12,0,1
"INPP5B",16,7,9,0,1
"TAB3",12,8,4,0,1
"PNPLA7",5,3,2,0,1
"KCNJ10",2,1,1,0,1
"KCNJ4",4,2,2,0,1
"KCNN2",5,3,2,0,1
"MLANA",4,2,2,0,1
"LACTB2",2,1,1,0,1
"PLEC",10,5,5,0,1
"NODAL",3,1,2,0,1
"LIX1",4,2,2,0,1
"TNS1",18,1,17,0,1
"PTPRD",6,4,2,0,1
"UBL5",22,14,8,0,1
"TFB2M",12,1,11,0,1
"MC4R",2,1,1,0,1
"N6AMT1",8,1,7,0,1
"MFSD9",5,1,4,0,1
"MICAL2",2,1,1,0,1
"TRPM7",5,2,3,0,1
"MORN3",2,1,1,0,1
"TSSC1",3,2,1,0,1
"REV1",14,5,9,0,1
"SWSAP1",7,2,5,0,1
"PI4KA",17,2,15,0,1
"TCAP",10,2,8,0,1
"ULBP2",5,4,1,0,1
"SNPH",2,1,1,0,1
"P2RX1",6,1,5,0,1
"TRAPPC5",7,5,2,0,1
"PEX7",5,2,3,0,1
"PLIN4",2,1,1,0,1
"RASSF7",3,2,1,0,1
"PPP1R3C",6,1,5,0,1
"PPP2R2C",2,1,1,0,1
"PRDM8",2,1,1,0,1
"PRND",4,2,2,0,1
"RRAS",17,1,16,0,1
"RBM44",5,2,3,0,1
"RHPN1",7,2,5,0,1
"SLIT3",3,1,2,0,1
"TRMT12",6,2,4,0,1
"SH3YL1",4,2,2,0,1
"SHROOM2",4,2,2,0,1
"SOWAHB",2,1,1,0,1
"SIX3",6,1,5,0,1
"SNAP25",56,4,52,0,1
"SLC30A1",6,2,4,0,1
"SLC3A1",3,1,2,0,1
"TPD52",5,2,3,0,1
"TUBB3",8,3,5,0,1
"TUBG1",12,2,10,0,1
"UXS1",4,1,3,0,1
